Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Iván Martín,ESP,MF,26,Girona,La Liga,0.00,0.07,0.07,0.00,0.00,0.00,0.18,0.04,0.05,0.05,0.05,0.10,1.79,4.20,2.77,Shooting,Per 90,0.47,0.15,30.8%,0.00,0.00,19.40,0.00,0.10,-0.05,-0.05,Passing,44.14,50.24,87.9%,712.59,153.33,22.03,24.37,90.4%,17.33,19.12,90.6%,3.32,4.09,81.3%,0.05,0.66,3.17,0.58,0.07,Pass Types,49.32,0.84,0.58,0.07,0.15,0.62,0.26,0.00,0.00,0.00,0.00,0.07,0.40,Goal and Shot Creation,1.75,1.61,0.00,0.11,0.04,0.00,0.00,0.18,0.15,0.00,0.00,0.04,0.00,0.00,Defense,2.08,1.39,0.84,0.95,0.29,0.91,1.57,58.1%,0.66,0.66,0.26,0.58,2.66,1.28,0.04,Possession,59.94,2.37,14.37,33.71,12.66,0.62,59.94,1.93,1.02,52.8%,0.73,37.7%,39.66,227.46,97.81,1.75,0.07,1.82,1.39,44.98,Miscellaneous Stats,0.04,1.06,0.95,0.18,0.00,0.00,0.00,5.03,0.51,0.95,35.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Martin,ESP,DF,19,Real Sociedad,La Liga,0.00,0.05,0.05,0.00,0.00,0.00,0.20,0.00,0.05,0.05,0.01,0.06,0.70,3.89,0.00,Shooting,Per 90,0.65,0.10,15.4%,0.00,0.00,9.50,0.00,0.08,-0.05,-0.05,Passing,50.49,56.32,89.6%,930.28,310.91,17.36,19.16,90.6%,29.73,31.68,93.9%,3.04,4.79,63.5%,0.02,0.25,2.89,0.15,0.00,Pass Types,55.03,1.25,1.25,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.30,Goal and Shot Creation,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,1.10,0.75,0.60,0.50,0.00,0.40,0.70,57.1%,0.30,1.35,1.05,0.85,1.95,6.59,0.10,Possession,68.70,8.23,33.48,33.82,1.55,0.90,68.70,0.20,0.15,75.0%,0.05,25.0%,42.36,238.92,134.80,0.30,0.00,0.80,0.15,46.00,Miscellaneous Stats,0.00,1.15,0.30,0.00,0.00,0.05,0.00,2.54,4.64,1.15,80.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Martín,ESP,"MF,FW",21,Getafe,La Liga,0.09,0.00,0.09,0.09,0.00,0.00,0.47,0.09,0.09,0.09,0.06,0.15,1.25,2.63,2.67,Shooting,Per 90,1.47,0.52,35.3%,0.06,0.17,19.50,0.00,0.07,-0.01,-0.01,Passing,27.86,34.80,80.0%,466.78,106.00,12.68,15.14,83.8%,12.33,14.23,86.7%,1.98,3.02,65.7%,0.04,0.56,2.24,0.17,0.09,Pass Types,33.29,1.21,0.82,0.09,0.17,0.65,0.00,0.04,0.04,0.00,0.00,0.30,1.64,Goal and Shot Creation,1.42,1.04,0.00,0.09,0.13,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.54,1.60,1.12,1.16,0.26,0.86,2.33,37.0%,1.47,1.81,0.17,0.69,3.23,1.47,0.17,Possession,49.03,2.50,12.25,26.22,11.17,1.68,49.03,1.98,0.78,39.1%,1.04,52.2%,24.58,131.31,55.76,0.91,0.09,1.85,1.25,31.74,Miscellaneous Stats,0.04,2.93,1.47,0.17,0.00,0.04,0.00,3.88,2.11,3.62,36.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnau Martinez,ESP,"DF,MF",22,Girona,La Liga,0.07,0.03,0.10,0.07,0.00,0.00,0.20,0.00,0.04,0.04,0.03,0.07,1.54,3.93,2.95,Shooting,Per 90,0.66,0.20,30.0%,0.10,0.33,13.50,0.00,0.06,+0.03,+0.03,Passing,46.21,54.96,84.1%,762.35,209.77,22.70,24.60,92.3%,19.62,21.98,89.3%,3.18,5.93,53.6%,0.03,0.29,3.54,0.26,0.07,Pass Types,47.19,7.50,1.57,0.13,0.13,1.64,5.93,0.00,0.00,0.00,0.00,0.26,0.72,Goal and Shot Creation,1.28,1.05,0.10,0.03,0.03,0.07,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,2.23,1.18,1.24,0.75,0.23,1.34,2.65,50.6%,1.31,0.98,0.26,1.64,3.86,3.86,0.03,Possession,66.42,5.01,25.32,28.10,13.33,1.77,66.42,1.08,0.56,51.5%,0.46,42.4%,35.50,164.31,82.43,1.05,0.26,0.79,0.52,40.22,Miscellaneous Stats,0.00,0.85,1.31,0.07,0.00,0.03,0.00,3.96,1.18,0.72,62.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Martínez,ESP,MF,27,Levante,La Liga,0.00,0.13,0.13,0.00,0.00,0.00,0.27,0.00,0.09,0.09,0.11,0.20,1.34,3.35,2.82,Shooting,Per 90,2.01,0.40,20.0%,0.00,0.00,24.70,0.27,0.05,-0.09,-0.09,Passing,22.94,31.92,71.8%,409.49,135.74,11.94,14.08,84.8%,7.11,9.12,77.9%,3.22,7.24,44.4%,0.15,0.94,2.28,0.80,0.27,Pass Types,29.11,2.68,1.48,0.40,0.94,2.28,0.00,1.21,0.67,0.13,0.00,0.13,0.67,Goal and Shot Creation,2.68,1.48,0.27,0.40,0.27,0.13,0.13,0.27,0.00,0.00,0.13,0.00,0.00,0.13,Defense,1.21,0.54,0.27,0.80,0.13,0.40,0.94,42.9%,0.54,1.48,0.80,1.07,2.28,2.41,0.00,Possession,42.92,3.62,10.60,20.25,12.61,1.48,42.92,1.61,0.80,50.0%,0.80,50.0%,20.66,106.90,57.94,1.34,0.67,0.80,1.07,23.61,Miscellaneous Stats,0.00,1.61,0.40,0.40,0.00,0.00,0.00,3.62,1.07,0.40,72.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni Martínez,ESP,FW,28,Alavés,La Liga,0.21,0.05,0.26,0.21,0.00,0.00,0.05,0.00,0.32,0.32,0.03,0.34,1.01,1.01,4.44,Shooting,Per 90,3.07,0.90,29.3%,0.07,0.24,15.20,0.05,0.10,-0.11,-0.11,Passing,12.43,21.27,58.5%,163.49,26.30,8.41,12.49,67.4%,2.59,5.29,49.0%,0.58,1.32,44.0%,0.02,0.48,0.95,0.16,0.00,Pass Types,20.69,0.53,0.05,0.00,0.21,0.53,0.11,0.00,0.00,0.00,0.00,0.05,0.48,Goal and Shot Creation,1.48,0.79,0.00,0.32,0.16,0.11,0.11,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Defense,0.85,0.42,0.37,0.21,0.26,0.21,0.63,33.3%,0.42,0.53,0.05,0.21,1.06,1.38,0.00,Possession,34.02,1.53,3.70,16.67,14.02,4.18,34.02,1.69,0.69,40.6%,0.69,40.6%,15.50,64.07,23.07,0.63,0.48,2.70,1.43,24.07,Miscellaneous Stats,0.00,1.27,1.32,0.74,0.00,0.00,0.00,2.65,6.35,5.50,53.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Mascarell,EQG,MF,32,Mallorca,La Liga,0.10,0.05,0.15,0.10,0.00,0.00,0.20,0.05,0.02,0.02,0.02,0.04,0.51,3.57,0.56,Shooting,Per 90,0.36,0.10,28.6%,0.29,1.00,18.80,0.00,0.05,+0.09,+0.09,Passing,36.39,43.68,83.3%,645.39,177.45,16.56,18.40,90.0%,16.21,18.55,87.4%,3.21,5.25,61.2%,0.02,0.31,3.92,0.15,0.05,Pass Types,43.01,0.56,0.56,0.05,0.20,0.31,0.00,0.00,0.00,0.00,0.00,0.10,0.76,Goal and Shot Creation,1.07,0.92,0.00,0.05,0.05,0.00,0.05,0.15,0.05,0.00,0.05,0.00,0.00,0.05,Defense,1.27,0.61,0.46,0.71,0.10,0.56,1.48,37.9%,0.92,1.68,0.92,1.78,3.06,2.45,0.10,Possession,53.41,4.18,15.49,33.13,5.50,0.56,53.41,0.51,0.31,60.0%,0.15,30.0%,28.13,128.58,44.29,0.46,0.05,0.76,0.36,32.62,Miscellaneous Stats,0.00,1.17,0.56,0.00,0.00,0.00,0.00,4.28,1.63,1.12,59.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Mastantuono,ARG,"FW,MF",18,Real Madrid,La Liga,0.13,0.00,0.13,0.13,0.00,0.00,0.39,0.00,0.39,0.39,0.13,0.51,1.67,3.73,11.19,Shooting,Per 90,3.47,1.03,29.6%,0.04,0.13,16.70,0.13,0.11,-0.26,-0.26,Passing,40.89,47.96,85.3%,607.24,122.27,22.63,24.94,90.7%,15.04,16.71,90.0%,2.06,3.99,51.6%,0.22,1.29,2.83,1.93,0.26,Pass Types,44.36,3.60,1.03,0.90,0.39,3.21,0.39,2.19,1.03,0.51,0.00,0.00,1.29,Goal and Shot Creation,3.73,1.80,0.64,0.64,0.26,0.39,0.00,0.13,0.00,0.00,0.00,0.00,0.13,0.00,Defense,1.93,1.29,0.51,0.77,0.64,1.16,2.70,42.9%,1.54,1.29,0.00,0.13,2.06,0.26,0.13,Possession,67.11,0.26,3.73,26.61,37.41,5.53,67.11,6.30,2.06,32.7%,3.47,55.1%,41.79,255.21,82.29,1.16,1.03,3.73,1.93,51.17,Miscellaneous Stats,0.00,2.06,2.57,0.00,0.13,0.00,0.00,3.86,0.51,0.51,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borja Mayoral,ESP,FW,28,Getafe,La Liga,0.36,0.09,0.44,0.36,0.00,0.04,0.00,0.00,0.23,0.19,0.04,0.23,0.58,1.78,3.20,Shooting,Per 90,1.29,0.62,48.3%,0.28,0.57,13.00,0.00,0.15,+0.13,+0.16,Passing,17.07,21.33,80.0%,254.31,38.04,9.91,11.78,84.2%,5.16,6.00,85.9%,1.11,1.60,69.4%,0.02,0.49,0.98,0.31,0.00,Pass Types,19.69,1.51,0.09,0.13,0.36,0.49,0.13,0.00,0.00,0.00,0.00,0.13,0.36,Goal and Shot Creation,1.38,1.07,0.00,0.09,0.13,0.04,0.04,0.09,0.04,0.00,0.00,0.04,0.00,0.00,Defense,0.40,0.31,0.04,0.27,0.09,0.27,0.71,37.5%,0.44,0.44,0.09,0.31,0.71,0.44,0.00,Possession,28.98,0.76,2.09,13.91,13.20,2.67,28.93,1.24,0.40,32.1%,0.58,46.4%,15.69,60.98,20.36,0.49,0.36,1.87,1.51,21.33,Miscellaneous Stats,0.00,0.62,0.93,0.89,0.00,0.00,0.00,2.76,1.16,2.89,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylian Mbappé,FRA,FW,27,Real Madrid,La Liga,1.15,0.11,1.26,0.89,0.26,0.30,0.09,0.02,0.87,0.63,0.28,0.91,4.03,4.48,10.31,Shooting,Per 90,4.74,2.25,47.5%,0.19,0.39,17.90,0.15,0.13,+0.28,+0.26,Passing,30.29,35.83,84.5%,427.81,74.65,18.55,20.81,89.2%,8.08,9.35,86.3%,1.86,2.34,79.6%,0.24,2.32,1.97,1.75,0.07,Pass Types,33.41,2.29,0.15,0.17,0.45,0.89,0.24,0.24,0.02,0.00,0.00,0.13,0.09,Goal and Shot Creation,5.65,3.83,0.13,0.84,0.56,0.24,0.04,0.67,0.32,0.02,0.17,0.07,0.07,0.02,Defense,0.24,0.13,0.04,0.07,0.13,0.07,0.32,20.0%,0.26,0.09,0.00,0.11,0.35,0.07,0.02,Possession,47.83,0.07,0.93,13.99,33.41,8.27,47.52,5.26,2.58,49.0%,2.29,43.6%,31.35,198.55,111.04,2.86,2.04,2.08,1.34,40.62,Miscellaneous Stats,0.00,0.56,1.32,0.89,0.11,0.00,0.00,1.30,0.22,0.22,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brais Méndez,ESP,"MF,FW",29,Real Sociedad,La Liga,0.29,0.17,0.46,0.25,0.04,0.04,0.17,0.00,0.23,0.20,0.10,0.31,1.76,6.19,5.27,Shooting,Per 90,1.80,0.75,41.9%,0.14,0.33,19.00,0.13,0.12,+0.06,+0.05,Passing,38.25,49.28,77.6%,610.06,175.36,20.36,23.28,87.4%,12.62,15.43,81.8%,3.14,5.85,53.6%,0.12,1.42,4.72,1.30,0.21,Pass Types,44.06,4.85,1.88,0.25,0.50,3.14,0.25,1.50,0.71,0.50,0.00,0.38,0.84,Goal and Shot Creation,2.84,2.09,0.38,0.08,0.17,0.13,0.00,0.29,0.17,0.04,0.00,0.04,0.04,0.00,Defense,1.38,0.63,0.38,0.84,0.17,0.42,1.00,41.7%,0.59,0.92,0.08,0.46,1.84,0.67,0.04,Possession,60.82,0.75,5.73,33.48,22.20,2.55,60.78,2.72,1.05,38.5%,1.42,52.3%,35.99,148.94,63.46,1.21,0.59,2.47,1.21,43.64,Miscellaneous Stats,0.00,2.34,1.80,0.42,0.04,0.00,0.00,4.97,1.30,1.59,44.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Mendoza,ESP,"MF,FW",20,Elche,La Liga,0.14,0.00,0.14,0.14,0.00,0.00,0.41,0.00,0.10,0.10,0.04,0.14,2.32,3.55,5.60,Shooting,Per 90,1.37,0.27,20.0%,0.10,0.50,20.70,0.00,0.07,+0.04,+0.04,Passing,40.97,49.30,83.1%,640.38,140.80,21.71,25.27,85.9%,15.43,17.07,90.4%,2.32,4.10,56.7%,0.10,1.23,3.96,1.37,0.41,Pass Types,45.75,3.41,1.50,0.41,0.27,1.78,0.41,0.55,0.00,0.00,0.00,0.14,0.55,Goal and Shot Creation,2.46,2.05,0.27,0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.23,0.82,0.41,0.68,0.14,0.27,0.82,33.3%,0.55,0.55,0.00,0.41,1.64,0.14,0.00,Possession,60.77,0.96,6.97,31.68,23.08,2.32,60.77,3.14,1.64,52.2%,1.50,47.8%,36.74,184.10,84.40,2.05,0.68,2.59,1.91,46.71,Miscellaneous Stats,0.00,1.91,1.64,0.14,0.00,0.00,0.00,4.64,0.27,2.05,11.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batista Mendy,FRA,MF,25,Sevilla,La Liga,0.09,0.00,0.09,0.09,0.00,0.00,0.26,0.00,0.07,0.07,0.02,0.09,0.94,2.90,0.77,Shooting,Per 90,0.51,0.26,50.0%,0.17,0.33,23.50,0.00,0.14,+0.02,+0.02,Passing,32.22,37.41,86.1%,558.07,129.80,13.81,15.43,89.5%,14.74,16.36,90.1%,2.81,3.84,73.3%,0.03,0.51,3.58,0.09,0.09,Pass Types,35.88,1.28,1.28,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.26,0.68,Goal and Shot Creation,1.28,0.94,0.09,0.09,0.09,0.09,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,Defense,1.88,1.28,0.51,1.28,0.09,0.77,1.53,50.0%,0.77,0.94,0.26,0.85,2.73,1.70,0.26,Possession,47.39,2.05,13.30,27.44,6.82,0.77,47.39,1.11,0.60,53.8%,0.34,30.8%,25.74,115.40,48.58,0.43,0.09,1.19,1.11,29.66,Miscellaneous Stats,0.00,2.39,1.53,0.00,0.00,0.00,0.00,4.69,0.94,0.68,57.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferland Mendy,FRA,DF,30,Real Madrid,La Liga,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.14,1.35,2.59,1.69,Shooting,Per 90,0.23,0.11,50.0%,0.00,0.00,16.10,0.00,0.24,-0.06,-0.06,Passing,54.47,57.86,94.2%,712.78,176.62,34.62,35.53,97.5%,14.66,15.90,92.2%,1.80,2.14,84.2%,0.09,0.79,3.72,0.11,0.00,Pass Types,51.43,6.43,0.79,0.00,0.00,0.45,5.64,0.00,0.00,0.00,0.00,0.00,0.45,Goal and Shot Creation,1.35,1.24,0.00,0.00,0.11,0.00,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Defense,0.68,0.45,0.45,0.23,0.00,0.45,0.45,100.0%,0.00,0.90,0.45,0.45,1.13,1.13,0.00,Possession,63.95,2.48,18.27,32.59,13.42,0.68,63.95,0.79,0.56,71.4%,0.11,14.3%,42.74,147.86,70.15,0.79,0.00,0.68,0.68,46.47,Miscellaneous Stats,0.00,0.56,0.90,0.00,0.00,0.00,0.00,3.38,0.11,0.56,16.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobel Mendy,FRA,DF,21,Rayo Vallecano,La Liga,0.10,0.00,0.10,0.10,0.00,0.00,0.40,0.00,0.11,0.11,0.00,0.11,0.10,1.91,0.20,Shooting,Per 90,0.70,0.20,28.6%,0.14,0.50,17.80,0.00,0.15,-0.01,-0.01,Passing,43.75,50.77,86.2%,837.79,287.26,15.25,15.75,96.8%,22.17,24.28,91.3%,5.22,8.83,59.1%,0.01,0.10,2.51,0.00,0.00,Pass Types,45.85,4.82,1.10,0.00,0.90,0.30,0.20,0.00,0.00,0.00,0.00,0.10,1.30,Goal and Shot Creation,0.90,0.80,0.00,0.00,0.10,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,0.90,0.20,0.90,0.00,0.00,0.60,1.00,60.0%,0.40,2.21,0.90,1.30,2.21,6.92,0.20,Possession,64.92,12.44,39.63,23.98,1.40,0.60,64.92,0.30,0.20,66.7%,0.10,33.3%,33.51,135.95,65.22,0.20,0.00,0.50,0.30,38.33,Miscellaneous Stats,0.00,1.71,0.70,0.00,0.00,0.00,0.00,3.41,1.00,1.00,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,GEO,FW,25,Villarreal,La Liga,0.56,0.38,0.94,0.49,0.07,0.07,0.03,0.00,0.45,0.40,0.23,0.63,2.05,2.22,6.88,Shooting,Per 90,3.09,1.25,40.4%,0.16,0.39,14.40,0.00,0.13,+0.10,+0.09,Passing,15.00,20.07,74.7%,199.55,46.11,9.17,11.49,79.8%,3.75,4.90,76.6%,0.76,0.94,81.5%,0.17,1.15,0.94,0.49,0.00,Pass Types,19.03,0.83,0.07,0.28,0.07,0.28,0.10,0.00,0.00,0.00,0.00,0.21,0.66,Goal and Shot Creation,2.57,1.74,0.00,0.31,0.38,0.14,0.00,0.69,0.52,0.00,0.07,0.07,0.03,0.00,Defense,0.24,0.17,0.03,0.17,0.03,0.03,0.35,10.0%,0.31,0.66,0.00,0.21,0.45,0.35,0.00,Possession,31.18,0.31,2.43,11.39,17.81,6.15,31.11,2.92,1.15,39.3%,1.67,57.1%,20.10,113.61,53.68,0.94,1.49,2.64,1.53,24.24,Miscellaneous Stats,0.00,0.63,1.49,0.14,0.03,0.00,0.00,2.15,0.52,1.63,24.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Éder Militão,BRA,DF,27,Real Madrid,La Liga,0.07,0.07,0.14,0.07,0.00,0.00,0.21,0.00,0.12,0.11,0.09,0.21,0.35,3.05,0.28,Shooting,Per 90,1.63,0.57,34.8%,0.04,0.13,15.60,0.00,0.07,-0.05,-0.04,Passing,53.22,58.11,91.6%,1031.95,356.32,17.57,18.57,94.7%,29.62,30.90,95.9%,5.53,7.87,70.3%,0.05,0.64,5.17,0.07,0.00,Pass Types,54.71,3.40,1.63,0.00,0.78,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.64,Goal and Shot Creation,1.70,1.28,0.07,0.00,0.28,0.07,0.00,0.21,0.14,0.00,0.00,0.07,0.00,0.00,Defense,1.70,1.06,0.99,0.43,0.28,1.13,1.35,84.2%,0.21,1.63,0.99,1.13,2.83,4.75,0.14,Possession,70.80,8.79,28.42,37.42,4.96,2.06,70.80,0.43,0.14,33.3%,0.14,33.3%,39.33,184.89,97.16,0.35,0.14,0.71,0.07,48.76,Miscellaneous Stats,0.00,1.28,1.13,0.00,0.00,0.00,0.00,4.25,2.13,1.70,55.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Milla,ESP,MF,31,Getafe,La Liga,0.00,0.28,0.28,0.00,0.00,0.00,0.25,0.03,0.03,0.03,0.15,0.18,0.79,4.24,1.17,Shooting,Per 90,0.70,0.16,22.7%,0.00,0.00,24.80,0.09,0.04,-0.03,-0.03,Passing,34.86,48.08,72.5%,635.38,201.92,15.44,18.06,85.5%,13.82,17.46,79.2%,4.56,9.90,46.0%,0.18,2.12,4.90,0.85,0.28,Pass Types,38.47,9.27,4.65,0.19,0.66,5.76,0.03,3.64,1.36,1.49,0.03,0.35,0.76,Goal and Shot Creation,3.89,1.68,1.58,0.16,0.19,0.09,0.19,0.47,0.19,0.19,0.06,0.03,0.00,0.00,Defense,1.71,1.01,0.66,0.70,0.35,1.01,2.02,50.0%,1.01,0.89,0.13,0.89,2.59,1.17,0.13,Possession,55.55,1.58,8.73,31.79,15.72,0.51,55.55,1.17,0.57,48.6%,0.57,48.6%,22.14,101.77,46.03,0.79,0.16,0.73,0.66,28.06,Miscellaneous Stats,0.00,0.89,1.42,0.00,0.00,0.00,0.00,5.57,1.08,0.92,54.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pere Milla,ESP,"FW,MF",33,Espanyol,La Liga,0.59,0.00,0.59,0.59,0.00,0.00,0.33,0.07,0.44,0.44,0.14,0.59,1.64,2.96,4.14,Shooting,Per 90,3.28,1.25,38.0%,0.18,0.47,16.70,0.39,0.13,+0.15,+0.15,Passing,18.00,26.61,67.7%,281.56,74.56,9.07,11.63,78.0%,6.44,8.74,73.7%,1.38,3.28,42.0%,0.12,1.71,2.04,0.72,0.00,Pass Types,24.24,2.17,0.46,0.39,0.13,1.71,0.26,0.66,0.39,0.26,0.00,0.20,0.85,Goal and Shot Creation,2.89,2.10,0.39,0.13,0.13,0.13,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Defense,1.71,0.92,0.79,0.46,0.46,0.59,2.43,24.3%,1.84,1.05,0.20,0.79,2.50,0.72,0.00,Possession,40.27,0.79,5.72,18.00,16.88,4.01,40.27,0.85,0.39,46.2%,0.39,46.2%,19.58,92.43,44.67,0.99,0.39,2.50,1.25,25.36,Miscellaneous Stats,0.00,0.85,1.64,0.46,0.00,0.00,0.00,3.22,1.64,1.38,54.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óscar Mingueza,ESP,"MF,DF",26,Celta Vigo,La Liga,0.11,0.14,0.25,0.11,0.00,0.00,0.18,0.04,0.05,0.05,0.17,0.22,1.66,7.09,6.07,Shooting,Per 90,0.99,0.32,32.1%,0.11,0.33,23.10,0.07,0.05,+0.06,+0.06,Passing,59.41,74.48,79.8%,1057.88,382.23,25.90,28.15,92.0%,26.74,31.72,84.3%,5.93,11.85,50.0%,0.23,1.34,6.49,2.36,0.25,Pass Types,63.15,11.08,2.08,1.02,0.35,4.16,7.55,1.45,0.71,0.64,0.00,0.25,1.09,Goal and Shot Creation,3.28,2.79,0.28,0.00,0.14,0.04,0.04,0.39,0.35,0.04,0.00,0.00,0.00,0.00,Defense,1.80,1.09,1.16,0.46,0.18,1.13,2.79,40.5%,1.66,1.23,0.14,0.49,2.29,1.80,0.18,Possession,83.26,2.36,21.42,36.34,25.86,1.34,83.26,1.34,0.60,44.7%,0.60,44.7%,47.17,200.11,102.49,1.83,0.25,1.06,0.53,59.59,Miscellaneous Stats,0.00,0.78,1.31,0.04,0.00,0.00,0.00,4.23,0.35,0.25,58.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bojan Miovski,MKD,FW,26,Girona,La Liga,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,0.20,0.79,2.17,Shooting,Per 90,0.98,0.20,20.0%,0.20,1.00,9.70,0.00,0.16,+0.04,+0.04,Passing,9.45,12.80,73.8%,131.55,18.12,6.30,7.48,84.2%,2.95,4.33,68.2%,0.00,0.00,,0.02,0.39,0.20,0.20,0.00,Pass Types,10.83,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,Goal and Shot Creation,0.79,0.39,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.79,0.39,0.39,0.20,0.20,0.20,0.59,33.3%,0.39,0.39,0.00,0.00,0.79,0.00,0.20,Possession,20.48,0.20,2.36,11.23,7.09,2.36,20.48,2.36,0.98,41.7%,1.38,58.3%,9.85,40.37,12.01,0.39,0.20,2.36,1.18,12.01,Miscellaneous Stats,0.00,1.38,0.79,0.39,0.00,0.00,0.00,1.38,1.77,2.95,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
