Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Salomón Rondón,VEN,FW,36,Oviedo,La Liga,0.17,0.00,0.17,0.17,0.00,0.09,0.17,0.00,0.26,0.19,0.02,0.22,0.52,1.57,3.23,Shooting,Per 90,2.01,0.35,17.4%,0.09,0.50,15.90,0.00,0.10,-0.09,-0.02,Passing,12.99,18.40,70.6%,201.89,42.30,6.89,8.72,79.0%,4.36,6.19,70.4%,0.96,1.31,73.3%,0.03,0.44,1.40,0.17,0.00,Pass Types,15.78,2.35,0.09,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.26,0.70,Goal and Shot Creation,1.40,0.96,0.00,0.35,0.09,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,Defense,0.26,0.00,0.00,0.17,0.09,0.17,0.35,50.0%,0.17,0.78,0.09,0.09,0.35,1.05,0.09,Possession,28.69,1.05,2.62,17.79,8.46,3.14,28.60,1.74,0.78,45.0%,0.87,50.0%,13.78,48.49,15.09,0.52,0.35,2.44,1.83,20.67,Miscellaneous Stats,0.00,0.96,1.83,1.05,0.00,0.00,0.00,2.44,3.84,3.40,53.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentin Rosier,FRA,"DF,MF",29,Osasuna,La Liga,0.04,0.08,0.11,0.04,0.00,0.00,0.23,0.04,0.03,0.03,0.05,0.08,1.55,2.84,3.82,Shooting,Per 90,0.45,0.11,25.0%,0.08,0.33,20.00,0.00,0.07,+0.01,+0.01,Passing,35.20,44.02,80.0%,534.70,193.78,19.87,21.57,92.1%,12.34,15.10,81.7%,1.89,4.84,39.1%,0.06,0.45,2.42,0.68,0.19,Pass Types,37.09,6.74,0.53,0.04,0.08,1.51,6.21,0.00,0.00,0.00,0.00,0.19,0.76,Goal and Shot Creation,1.63,1.32,0.11,0.04,0.15,0.00,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Defense,1.93,1.25,1.17,0.49,0.26,1.06,1.82,58.3%,0.76,1.29,0.53,1.67,3.60,5.11,0.04,Possession,57.38,4.92,20.70,25.81,11.62,1.06,57.38,1.67,0.72,43.2%,0.79,47.7%,30.05,149.27,79.21,1.44,0.19,1.10,0.72,31.56,Miscellaneous Stats,0.04,1.40,0.49,0.26,0.00,0.00,0.00,4.92,0.79,0.57,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Rüdiger,GER,DF,32,Real Madrid,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.04,0.04,0.03,0.07,0.63,3.54,0.18,Shooting,Per 90,0.67,0.09,13.3%,0.00,0.00,21.00,0.00,0.05,-0.04,-0.04,Passing,61.42,66.58,92.3%,1131.60,377.32,23.33,24.23,96.3%,32.35,33.74,95.9%,5.07,7.58,66.9%,0.04,0.36,5.07,0.27,0.00,Pass Types,64.79,1.57,0.85,0.09,0.31,0.13,0.31,0.00,0.00,0.00,0.00,0.22,0.22,Goal and Shot Creation,1.12,0.90,0.00,0.00,0.13,0.04,0.04,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,0.90,0.54,0.67,0.18,0.04,0.54,0.67,80.0%,0.13,0.54,0.31,0.22,1.12,3.95,0.00,Possession,73.71,8.26,32.12,38.99,2.92,0.63,73.71,0.09,0.00,0.0%,0.04,50.0%,52.00,246.09,135.31,0.58,0.00,0.18,0.04,57.97,Miscellaneous Stats,0.00,0.67,0.22,0.09,0.00,0.09,0.00,3.72,1.57,1.03,60.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Rueda Garcia,ESP,"MF,DF",23,Celta Vigo,La Liga,0.11,0.43,0.54,0.11,0.00,0.00,0.43,0.00,0.10,0.10,0.17,0.28,1.50,2.78,8.78,Shooting,Per 90,1.18,0.43,36.4%,0.09,0.25,17.40,0.00,0.09,+0.01,+0.01,Passing,36.06,49.23,73.3%,639.31,199.37,16.48,19.26,85.6%,14.55,18.30,79.5%,4.17,7.49,55.7%,0.20,0.75,1.61,0.64,0.00,Pass Types,41.52,7.71,0.21,0.21,0.21,1.93,7.49,0.00,0.00,0.00,0.00,0.00,1.39,Goal and Shot Creation,1.71,1.18,0.21,0.11,0.11,0.11,0.00,0.54,0.32,0.00,0.11,0.00,0.11,0.00,Defense,1.71,1.18,0.64,0.96,0.11,0.96,1.39,69.2%,0.43,1.71,0.32,1.50,3.21,2.89,0.11,Possession,62.71,2.35,16.59,24.51,22.58,3.53,62.71,2.68,1.39,52.0%,1.07,40.0%,30.82,120.39,58.97,0.86,0.96,1.93,0.32,37.99,Miscellaneous Stats,0.00,2.03,1.28,0.21,0.11,0.00,0.00,3.85,0.64,0.86,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Ruggeri,ITA,DF,23,Atlético Madrid,La Liga,0.00,0.05,0.05,0.00,0.00,0.00,0.20,0.00,0.01,0.01,0.07,0.08,2.54,4.37,5.28,Shooting,Per 90,0.25,0.10,40.0%,0.00,0.00,18.60,0.00,0.04,-0.01,-0.01,Passing,50.15,59.80,83.9%,795.53,213.15,26.80,28.43,94.3%,19.09,22.94,83.2%,3.10,5.63,55.0%,0.12,1.07,3.15,1.32,1.02,Pass Types,52.03,7.72,0.61,0.00,0.15,4.26,7.06,0.05,0.00,0.00,0.00,0.05,1.57,Goal and Shot Creation,2.08,1.98,0.00,0.00,0.10,0.00,0.00,0.15,0.10,0.00,0.00,0.05,0.00,0.00,Defense,2.54,1.78,1.17,0.86,0.51,1.37,2.59,52.9%,1.22,1.78,0.20,1.02,3.55,3.71,0.00,Possession,70.81,3.15,20.86,27.82,22.69,1.27,70.81,1.02,0.25,25.0%,0.71,70.0%,37.67,180.56,96.60,1.83,0.05,0.66,0.20,43.20,Miscellaneous Stats,0.00,1.22,0.05,0.05,0.00,0.00,0.00,4.42,1.42,1.02,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aitor Ruibal,ESP,"FW,DF",29,Betis,La Liga,0.20,0.10,0.30,0.20,0.00,0.00,0.30,0.00,0.14,0.14,0.14,0.28,1.04,3.62,3.92,Shooting,Per 90,1.24,0.50,40.0%,0.16,0.40,18.80,0.00,0.11,+0.06,+0.06,Passing,34.05,42.39,80.3%,528.09,203.63,17.28,18.57,93.0%,12.66,15.44,82.0%,2.28,5.51,41.4%,0.13,1.14,1.79,1.04,0.35,Pass Types,35.15,7.00,0.65,0.20,0.15,1.69,6.35,0.00,0.00,0.00,0.00,0.25,0.70,Goal and Shot Creation,2.04,1.69,0.10,0.10,0.05,0.05,0.05,0.20,0.15,0.00,0.05,0.00,0.00,0.00,Defense,2.58,1.59,1.94,0.50,0.15,1.74,3.57,48.6%,1.84,0.94,0.25,0.94,3.52,2.63,0.05,Possession,53.96,2.53,17.37,21.74,15.29,2.04,53.96,1.59,0.60,37.5%,0.89,56.3%,27.15,104.59,50.44,0.94,0.40,1.34,0.89,30.58,Miscellaneous Stats,0.00,0.99,1.19,0.00,0.00,0.00,0.00,4.52,0.45,0.70,39.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abel Ruiz,ESP,"FW,MF",25,Girona,La Liga,0.13,0.00,0.13,0.13,0.00,0.13,0.00,0.00,0.25,0.15,0.04,0.19,1.46,1.73,4.79,Shooting,Per 90,0.53,0.27,50.0%,0.25,0.50,16.30,0.00,0.27,-0.12,-0.01,Passing,14.89,18.08,82.4%,230.52,38.29,7.84,9.17,85.5%,5.85,6.12,95.7%,0.80,0.93,85.7%,0.07,0.66,0.93,0.40,0.00,Pass Types,15.55,2.26,0.00,0.13,0.00,0.40,0.13,0.00,0.00,0.00,0.00,0.27,0.53,Goal and Shot Creation,1.33,1.06,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.80,0.40,0.40,0.13,0.27,0.13,0.13,100.0%,0.00,0.66,0.13,0.53,1.33,0.80,0.00,Possession,24.99,1.06,2.66,12.50,9.84,3.32,24.86,0.66,0.27,40.0%,0.27,40.0%,13.56,81.09,27.12,0.93,1.06,1.33,1.46,16.35,Miscellaneous Stats,0.00,0.40,0.80,0.13,0.00,0.00,0.00,1.33,0.53,1.33,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathew Ryan,AUS,GK,33,Levante,La Liga,,,,,,0.17,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,4.90,3.45,73.2%,0.38,0.17,0.45,0.31,31.0%,0.10,0.07,0.00,40.0%,Advanced Goalkeeping,0.00,0.10,0.03,1.57,0.30,+0.19,4.52,12.52,36.1%,25.83,5.34,35.1%,34.0,6.45,53.5%,43.6,14.90,1.24,8.3%,0.83,12.0
Umar Sadiq,NGA,FW,28,Valencia,La Liga,0.45,0.00,0.45,0.45,0.00,0.00,0.45,0.00,0.32,0.32,0.08,0.40,0.90,0.72,4.93,Shooting,Per 90,2.15,0.63,29.2%,0.21,0.71,12.90,0.00,0.17,+0.13,+0.13,Passing,13.00,18.11,71.8%,178.30,26.09,7.98,10.40,76.7%,4.12,5.29,78.0%,0.27,0.45,60.0%,0.05,0.72,0.63,0.18,0.09,Pass Types,16.31,1.61,0.00,0.00,0.27,0.09,0.09,0.00,0.00,0.00,0.00,0.18,0.90,Goal and Shot Creation,1.79,0.90,0.00,0.18,0.18,0.36,0.18,0.36,0.00,0.00,0.09,0.09,0.09,0.09,Defense,0.99,0.45,0.27,0.54,0.18,0.36,0.63,57.1%,0.27,0.90,0.00,0.09,1.08,0.81,0.00,Possession,32.27,0.90,2.51,14.07,16.23,4.66,32.27,3.23,1.26,38.9%,1.52,47.2%,19.18,103.98,28.69,0.90,0.36,4.12,2.87,24.29,Miscellaneous Stats,0.00,2.78,1.70,1.34,0.09,0.00,0.00,1.79,2.33,2.60,47.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umar Sadiq,NGA,FW,28,Real Sociedad,La Liga,0.45,0.00,0.45,0.45,0.00,0.00,0.45,0.00,0.32,0.32,0.08,0.40,0.90,0.72,4.93,Shooting,Per 90,2.15,0.63,29.2%,0.21,0.71,12.90,0.00,0.17,+0.13,+0.13,Passing,13.00,18.11,71.8%,178.30,26.09,7.98,10.40,76.7%,4.12,5.29,78.0%,0.27,0.45,60.0%,0.05,0.72,0.63,0.18,0.09,Pass Types,16.31,1.61,0.00,0.00,0.27,0.09,0.09,0.00,0.00,0.00,0.00,0.18,0.90,Goal and Shot Creation,1.79,0.90,0.00,0.18,0.18,0.36,0.18,0.36,0.00,0.00,0.09,0.09,0.09,0.09,Defense,0.99,0.45,0.27,0.54,0.18,0.36,0.63,57.1%,0.27,0.90,0.00,0.09,1.08,0.81,0.00,Possession,32.27,0.90,2.51,14.07,16.23,4.66,32.27,3.23,1.26,38.9%,1.52,47.2%,19.18,103.98,28.69,0.90,0.36,4.12,2.87,24.29,Miscellaneous Stats,0.00,2.78,1.70,1.34,0.09,0.00,0.00,1.79,2.33,2.60,47.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike Salas,ESP,DF,23,Sevilla,La Liga,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.08,0.08,0.00,0.09,0.28,2.91,0.75,Shooting,Per 90,0.99,0.33,33.3%,0.14,0.43,12.00,0.00,0.09,+0.06,+0.06,Passing,46.20,57.51,80.3%,948.97,338.26,14.13,15.45,91.5%,26.39,29.58,89.2%,5.54,11.31,49.0%,0.01,0.09,3.47,0.14,0.00,Pass Types,52.91,4.41,1.92,0.05,0.61,0.47,1.97,0.00,0.00,0.00,0.00,0.19,0.56,Goal and Shot Creation,0.66,0.47,0.00,0.00,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.25,1.31,1.36,0.75,0.14,1.36,2.02,67.4%,0.66,1.22,0.66,1.41,3.66,7.28,0.05,Possession,71.46,8.40,38.03,28.97,4.84,1.08,71.46,0.14,0.09,66.7%,0.05,33.3%,33.19,136.71,77.37,0.09,0.00,0.42,0.14,43.85,Miscellaneous Stats,0.00,0.80,0.80,0.00,0.05,0.00,0.00,4.32,3.19,1.36,70.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oihan Sancet,ESP,MF,25,Athletic Club,La Liga,0.45,0.04,0.49,0.27,0.18,0.18,0.09,0.04,0.46,0.32,0.11,0.43,2.37,4.84,7.21,Shooting,Per 90,2.87,0.76,26.6%,0.09,0.35,16.00,0.04,0.11,-0.01,-0.05,Passing,24.58,30.36,81.0%,367.12,77.01,13.34,15.49,86.1%,9.04,10.52,86.0%,1.12,1.79,62.5%,0.09,1.52,3.04,1.16,0.00,Pass Types,28.79,1.30,0.04,0.04,0.09,0.58,0.13,0.04,0.00,0.04,0.00,0.27,0.40,Goal and Shot Creation,3.18,2.10,0.09,0.18,0.49,0.18,0.13,0.31,0.09,0.00,0.04,0.09,0.04,0.04,Defense,0.76,0.49,0.04,0.49,0.22,0.22,0.49,45.5%,0.27,0.54,0.13,0.27,1.03,0.58,0.04,Possession,42.58,0.94,3.45,20.69,19.16,4.34,42.40,2.24,0.99,44.0%,1.12,50.0%,25.21,142.30,70.43,1.70,0.54,3.13,2.06,31.97,Miscellaneous Stats,0.00,1.43,1.03,0.09,0.04,0.00,0.00,3.63,0.72,1.25,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Sánchez,CHI,"FW,MF",37,Sevilla,La Liga,0.16,0.08,0.24,0.08,0.08,0.08,0.08,0.00,0.19,0.13,0.11,0.24,0.65,4.27,4.03,Shooting,Per 90,1.45,0.32,22.2%,0.06,0.25,15.40,0.08,0.09,-0.03,-0.05,Passing,24.35,33.06,73.7%,372.58,120.48,13.63,16.29,83.7%,7.18,9.68,74.2%,2.26,3.71,60.9%,0.11,1.37,2.18,1.45,0.08,Pass Types,30.24,2.58,0.65,0.24,0.40,1.85,0.00,1.29,0.56,0.40,0.00,0.24,0.97,Goal and Shot Creation,3.63,2.66,0.40,0.00,0.24,0.32,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Defense,1.05,0.48,0.16,0.81,0.08,0.32,1.21,26.7%,0.89,0.97,0.00,0.65,1.69,0.32,0.08,Possession,44.35,0.65,4.84,20.08,20.00,3.79,44.27,1.61,0.56,35.0%,0.89,55.0%,25.16,107.18,34.44,1.13,0.24,3.39,1.45,31.69,Miscellaneous Stats,0.00,0.81,2.18,0.81,0.00,0.00,0.00,4.19,0.73,2.10,25.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Sánchez,ESP,"MF,FW",29,Mallorca,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.08,0.04,0.04,0.04,0.08,1.02,2.82,3.52,Shooting,Per 90,0.94,0.16,16.7%,0.00,0.00,21.00,0.00,0.04,-0.04,-0.04,Passing,26.95,34.15,78.9%,452.43,131.91,13.47,15.27,88.2%,10.42,12.85,81.1%,2.51,4.15,60.4%,0.06,0.39,2.66,0.63,0.16,Pass Types,32.04,2.11,0.63,0.00,0.16,1.80,1.02,0.39,0.08,0.24,0.00,0.00,1.10,Goal and Shot Creation,1.72,1.10,0.31,0.08,0.08,0.08,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.00,Defense,1.49,0.86,0.71,0.55,0.24,0.55,2.35,23.3%,1.80,1.17,0.08,0.94,2.43,2.11,0.08,Possession,46.14,2.82,12.14,21.85,13.32,1.49,46.14,1.72,0.94,54.5%,0.71,40.9%,24.60,139.43,59.22,1.33,0.24,2.27,0.63,26.24,Miscellaneous Stats,0.08,1.72,0.71,0.08,0.00,0.00,0.00,5.64,0.39,1.33,22.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanlu Sánchez,ESP,"DF,FW",22,Sevilla,La Liga,0.09,0.13,0.22,0.09,0.00,0.00,0.13,0.00,0.07,0.07,0.15,0.22,2.57,3.45,5.54,Shooting,Per 90,0.57,0.22,38.5%,0.15,0.40,13.60,0.00,0.12,+0.02,+0.02,Passing,33.29,41.53,80.1%,511.38,158.89,18.45,20.72,89.1%,12.91,15.27,84.6%,1.40,2.79,50.0%,0.12,1.22,2.57,1.05,0.44,Pass Types,37.52,3.80,0.17,0.00,0.22,2.49,3.62,0.00,0.00,0.00,0.00,0.22,1.48,Goal and Shot Creation,2.27,1.92,0.04,0.13,0.04,0.09,0.04,0.31,0.22,0.00,0.04,0.00,0.04,0.00,Defense,2.92,2.01,1.53,1.00,0.39,1.88,3.62,51.8%,1.75,1.57,0.09,0.65,3.58,1.35,0.00,Possession,52.05,2.01,12.43,22.77,17.58,1.92,52.05,1.75,0.87,50.0%,0.79,45.0%,27.05,144.40,83.85,1.09,0.65,1.53,0.65,32.94,Miscellaneous Stats,0.00,1.13,1.44,0.13,0.04,0.09,0.00,4.14,1.05,1.09,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Sánchez,ESP,DF,25,Levante,La Liga,0.06,0.03,0.10,0.06,0.00,0.00,0.19,0.03,0.06,0.06,0.07,0.13,1.73,2.59,4.32,Shooting,Per 90,0.48,0.13,26.7%,0.13,0.50,15.50,0.00,0.15,0.00,0.00,Passing,28.50,38.03,74.9%,447.28,146.99,14.81,16.73,88.5%,12.09,15.26,79.2%,1.18,3.87,30.6%,0.04,0.67,1.60,0.77,0.48,Pass Types,29.10,8.70,0.48,0.03,0.13,2.78,8.09,0.13,0.00,0.00,0.00,0.22,1.02,Goal and Shot Creation,1.63,1.22,0.19,0.00,0.16,0.06,0.00,0.10,0.06,0.00,0.00,0.03,0.00,0.00,Defense,3.26,2.11,1.76,1.25,0.26,1.79,2.94,60.9%,1.15,1.44,0.42,1.09,4.35,3.26,0.06,Possession,51.68,2.85,15.58,20.50,15.99,1.54,51.68,1.47,0.42,28.3%,0.80,54.3%,21.52,118.18,55.17,1.22,0.22,1.47,0.67,23.73,Miscellaneous Stats,0.00,1.54,0.83,0.03,0.00,0.00,0.03,3.45,0.45,0.99,31.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Sancris,ESP,"MF,FW",28,Getafe,La Liga,0.00,0.14,0.14,0.00,0.00,0.00,0.43,0.14,0.04,0.04,0.11,0.16,2.43,1.14,6.58,Shooting,Per 90,1.57,0.57,36.4%,0.00,0.00,28.60,0.14,0.03,-0.04,-0.04,Passing,18.03,31.91,56.5%,281.02,61.81,10.30,13.59,75.8%,5.58,9.87,56.5%,1.43,5.01,28.6%,0.14,1.14,0.72,0.86,0.57,Pass Types,29.05,2.72,0.14,0.14,0.43,7.30,0.72,1.86,0.72,1.14,0.00,0.14,1.29,Goal and Shot Creation,2.58,1.43,0.43,0.29,0.29,0.14,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.29,0.72,0.86,0.29,0.14,0.43,1.72,25.0%,1.29,1.29,0.00,0.29,1.57,0.29,0.00,Possession,41.78,0.43,4.29,14.45,23.75,1.29,41.78,1.43,0.57,40.0%,0.72,50.0%,24.04,137.93,61.10,1.57,0.43,2.29,1.14,28.19,Miscellaneous Stats,0.14,1.86,1.57,1.14,0.00,0.00,0.00,5.44,0.14,2.86,4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroan Sannadi,MAR,FW,24,Athletic Club,La Liga,0.12,0.06,0.17,0.12,0.00,0.00,0.29,0.00,0.37,0.37,0.12,0.48,1.92,1.34,7.58,Shooting,Per 90,2.51,0.82,32.6%,0.05,0.14,15.50,0.00,0.15,-0.25,-0.25,Passing,13.93,19.53,71.3%,186.30,33.23,8.57,10.67,80.3%,3.85,5.13,75.0%,0.58,1.05,55.6%,0.07,0.93,1.28,0.52,0.00,Pass Types,18.77,0.70,0.06,0.06,0.00,0.64,0.06,0.00,0.00,0.00,0.00,0.06,0.23,Goal and Shot Creation,2.16,1.17,0.00,0.29,0.41,0.29,0.00,0.29,0.12,0.00,0.00,0.06,0.12,0.00,Defense,0.47,0.12,0.12,0.29,0.06,0.17,0.70,25.0%,0.52,0.23,0.00,0.29,0.76,0.64,0.06,Possession,33.63,0.64,2.10,14.57,17.55,5.13,33.63,2.56,1.17,45.5%,1.22,47.7%,21.45,118.68,53.39,0.99,0.93,4.84,1.75,27.10,Miscellaneous Stats,0.00,2.45,2.80,0.76,0.12,0.00,0.00,2.56,2.27,2.62,46.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptiste Santamaria,FRA,MF,30,Valencia,La Liga,0.06,0.06,0.11,0.06,0.00,0.00,0.17,0.00,0.07,0.07,0.11,0.19,1.02,4.63,1.02,Shooting,Per 90,1.24,0.28,22.7%,0.05,0.20,21.50,0.00,0.06,-0.02,-0.02,Passing,39.50,47.85,82.5%,660.08,206.41,19.75,21.10,93.6%,15.18,18.17,83.5%,3.39,5.13,65.9%,0.06,0.73,4.51,0.40,0.00,Pass Types,46.21,1.41,1.35,0.17,0.45,0.34,0.00,0.06,0.00,0.06,0.00,0.23,0.90,Goal and Shot Creation,1.86,1.52,0.06,0.06,0.17,0.06,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,1.69,0.79,0.79,0.62,0.28,1.02,1.81,56.3%,0.79,1.19,0.28,1.30,2.99,2.20,0.11,Possession,59.30,3.44,14.90,36.11,8.97,1.19,59.30,1.47,0.73,50.0%,0.62,42.3%,29.85,138.87,68.28,1.02,0.06,1.58,0.68,39.44,Miscellaneous Stats,0.00,1.64,1.58,0.06,0.00,0.06,0.00,5.08,2.09,1.07,66.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwasi Sibo,GHA,MF,27,Oviedo,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.16,2.08,0.16,Shooting,Per 90,0.96,0.32,33.3%,0.00,0.00,23.30,0.00,0.05,-0.05,-0.05,Passing,34.75,39.56,87.9%,630.16,157.58,13.77,15.69,87.8%,17.62,18.90,93.2%,2.88,3.84,75.0%,0.02,0.32,1.92,0.32,0.00,Pass Types,39.23,0.16,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.16,0.64,Goal and Shot Creation,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.60,1.28,0.96,0.32,0.32,0.96,1.76,54.5%,0.80,0.64,0.00,0.64,2.24,1.12,0.48,Possession,47.56,2.72,17.78,24.34,5.77,0.32,47.56,0.64,0.32,50.0%,0.16,25.0%,23.70,83.75,30.43,0.32,0.00,1.12,1.44,30.91,Miscellaneous Stats,0.00,1.28,0.32,0.00,0.00,0.00,0.00,4.64,0.80,0.80,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Silva,POR,FW,30,Elche,La Liga,0.39,0.08,0.47,0.31,0.08,0.16,0.08,0.00,0.52,0.40,0.13,0.52,1.88,3.21,5.87,Shooting,Per 90,2.66,1.02,38.2%,0.12,0.31,14.80,0.08,0.15,-0.13,-0.09,Passing,20.91,26.95,77.6%,283.71,55.07,11.83,13.86,85.3%,6.89,8.46,81.5%,0.47,0.71,66.7%,0.10,1.57,0.94,1.41,0.08,Pass Types,24.52,2.19,0.08,0.24,0.16,0.39,0.16,0.00,0.00,0.00,0.00,0.24,0.47,Goal and Shot Creation,3.05,2.04,0.00,0.24,0.63,0.16,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Defense,0.47,0.24,0.16,0.24,0.08,0.08,0.94,8.3%,0.86,0.63,0.16,0.16,0.63,1.02,0.00,Possession,38.93,1.02,2.51,18.02,18.64,5.25,38.77,2.74,0.86,31.4%,1.41,51.4%,22.72,114.05,51.15,1.10,0.71,3.37,1.80,29.06,Miscellaneous Stats,0.00,1.25,1.88,0.39,0.00,0.00,0.00,2.35,1.72,2.74,38.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
