Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Sofiane Diop,MAR,"MF,FW",25,Nice,Ligue1,0.36,0.18,0.54,0.27,0.09,0.09,0.23,0.00,0.33,0.25,0.19,0.44,2.59,6.17,5.72,Shooting,Per 90,2.04,0.54,26.7%,0.13,0.50,18.30,0.05,0.13,+0.04,+0.02,Passing,33.43,43.41,77.0%,554.29,169.29,16.88,20.23,83.4%,12.70,15.56,81.6%,2.81,4.63,60.8%,0.21,1.50,4.17,1.68,0.18,Pass Types,40.69,2.63,0.68,1.00,0.68,1.63,0.41,0.77,0.45,0.09,0.00,0.09,0.64,Goal and Shot Creation,3.49,2.81,0.09,0.14,0.14,0.23,0.09,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Defense,0.95,0.68,0.59,0.23,0.14,0.23,1.04,21.7%,0.82,0.73,0.09,1.04,2.00,0.45,0.05,Possession,54.16,0.95,8.12,28.62,18.42,2.90,54.07,2.68,1.09,40.7%,1.45,54.2%,36.70,204.63,97.94,1.50,0.45,2.04,1.95,40.92,Miscellaneous Stats,0.00,1.36,2.13,0.27,0.00,0.00,0.00,4.63,0.18,1.18,13.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Diouf,FRA,MF,22,Lens,Ligue1,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.18,0.33,3.24,4.01,5.14,Shooting,Per 90,1.76,0.35,20.0%,0.00,0.00,19.50,0.00,0.09,-0.15,-0.15,Passing,35.25,42.78,82.4%,482.58,113.50,21.25,24.07,88.3%,11.05,13.23,83.5%,1.27,2.04,62.1%,0.18,1.69,2.67,1.48,0.14,Pass Types,41.66,0.84,0.28,0.56,0.14,0.91,0.14,0.35,0.21,0.07,0.00,0.28,0.77,Goal and Shot Creation,3.80,2.67,0.07,0.56,0.35,0.07,0.07,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Defense,1.48,0.99,0.49,0.77,0.21,0.49,1.69,29.2%,1.20,0.77,0.00,0.56,2.04,0.70,0.21,Possession,55.31,0.56,5.63,30.40,20.90,2.81,55.31,4.08,1.90,46.6%,1.83,44.8%,32.51,227.22,119.98,2.60,0.70,3.17,2.25,40.53,Miscellaneous Stats,0.00,1.41,1.06,0.21,0.00,0.07,0.00,6.76,0.91,1.41,39.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yehvann Diouf,SEN,GK,26,Nice,Ligue1,,,,,,0.26,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,5.49,3.77,72.9%,0.21,0.15,0.64,0.15,15.4%,0.23,0.03,0.00,10.0%,Advanced Goalkeeping,0.03,0.31,0.03,1.77,0.30,+0.08,3.87,11.23,34.5%,29.97,5.33,27.5%,30.4,5.28,56.8%,43.2,17.41,1.18,6.8%,1.15,13.6
Assane Dioussé,SEN,MF,28,Auxerre,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.01,0.01,0.05,0.07,0.39,5.25,0.79,Shooting,Per 90,0.66,0.26,40.0%,0.00,0.00,23.90,0.00,0.03,-0.01,-0.01,Passing,48.15,54.18,88.9%,883.99,238.64,21.38,23.09,92.6%,18.50,20.60,89.8%,6.95,8.27,84.1%,0.03,0.52,4.99,0.26,0.13,Pass Types,52.74,1.44,1.18,0.00,0.92,0.92,0.13,0.13,0.00,0.13,0.00,0.00,0.66,Goal and Shot Creation,2.36,1.97,0.26,0.00,0.13,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Defense,1.84,0.79,0.79,0.92,0.13,0.52,1.44,36.4%,0.92,1.18,0.52,1.71,3.54,1.71,0.00,Possession,64.29,2.23,14.69,40.28,9.97,0.66,64.29,0.92,0.39,42.9%,0.52,57.1%,41.33,190.23,72.42,0.92,0.13,0.79,0.79,43.16,Miscellaneous Stats,0.00,2.23,1.18,0.00,0.00,0.00,0.00,6.30,0.26,0.79,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fodé Doucouré,MLI,"MF,FW",24,Le Havre,Ligue1,0.27,0.14,0.41,0.27,0.00,0.00,0.00,0.00,0.18,0.18,0.30,0.49,1.89,3.79,7.71,Shooting,Per 90,1.76,0.68,38.5%,0.15,0.40,17.70,0.00,0.10,+0.09,+0.09,Passing,29.64,41.41,71.6%,487.22,164.71,16.24,18.00,90.2%,9.88,13.26,74.5%,2.84,7.17,39.6%,0.20,1.76,1.76,1.76,0.95,Pass Types,37.62,3.38,0.27,0.00,0.00,6.63,2.71,0.41,0.41,0.00,0.00,0.41,1.62,Goal and Shot Creation,4.06,3.38,0.14,0.00,0.54,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Defense,2.84,1.76,1.08,0.95,0.81,1.08,1.76,61.5%,0.68,1.76,0.14,0.54,3.38,1.62,0.00,Possession,53.86,1.62,9.61,20.03,24.36,3.25,53.86,1.35,0.41,30.0%,0.95,70.0%,25.17,127.08,62.66,1.76,0.27,1.89,0.81,31.40,Miscellaneous Stats,0.00,0.81,0.41,0.27,0.00,0.00,0.00,4.20,0.68,0.95,41.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Désiré Doué,FRA,"FW,MF",20,Paris S-G,Ligue1,0.56,0.32,0.88,0.56,0.00,0.00,0.08,0.00,0.34,0.34,0.40,0.73,5.11,6.19,10.98,Shooting,Per 90,3.03,1.40,46.1%,0.18,0.40,18.40,0.08,0.11,+0.22,+0.22,Passing,47.28,57.66,82.0%,703.39,166.62,26.91,29.95,89.9%,16.45,20.04,82.1%,2.40,4.19,57.1%,0.31,2.72,3.51,2.40,0.68,Pass Types,54.30,3.19,0.52,0.44,0.44,3.83,1.04,1.12,0.32,0.28,0.04,0.16,1.40,Goal and Shot Creation,5.23,3.91,0.08,0.52,0.20,0.44,0.08,1.00,0.64,0.00,0.12,0.04,0.16,0.04,Defense,2.95,1.84,0.92,1.04,1.00,1.48,2.56,57.8%,1.08,1.48,0.08,0.84,3.79,0.32,0.04,Possession,75.31,0.36,7.39,30.51,38.69,6.43,75.31,6.51,2.72,41.7%,3.23,49.7%,46.28,291.00,161.63,2.95,2.56,2.60,2.24,59.69,Miscellaneous Stats,0.00,1.44,2.08,0.12,0.12,0.00,0.00,4.75,0.44,0.40,52.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guela Doué,CIV,DF,23,Strasbourg,Ligue1,0.04,0.19,0.23,0.04,0.00,0.00,0.19,0.00,0.05,0.05,0.07,0.11,1.87,6.67,2.36,Shooting,Per 90,0.30,0.11,37.5%,0.13,0.33,15.10,0.00,0.14,-0.01,-0.01,Passing,55.00,65.51,84.0%,933.63,365.22,24.30,26.78,90.8%,27.58,31.42,87.8%,2.51,5.68,44.3%,0.07,0.53,5.07,0.50,0.30,Pass Types,57.44,7.92,1.60,0.15,0.08,1.87,6.28,0.00,0.00,0.00,0.00,0.15,1.14,Goal and Shot Creation,1.37,0.99,0.19,0.08,0.04,0.00,0.08,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Defense,2.17,1.56,1.22,0.69,0.27,1.26,1.98,63.5%,0.72,1.45,0.30,0.76,2.93,4.76,0.04,Possession,79.22,4.57,28.30,41.13,10.32,0.76,79.22,1.71,0.99,57.8%,0.65,37.8%,43.46,180.61,99.29,0.80,0.04,1.83,0.80,51.23,Miscellaneous Stats,0.00,1.68,0.91,0.00,0.00,0.00,0.00,4.46,2.44,1.26,66.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismaël Doukouré,FRA,"DF,MF",22,Strasbourg,Ligue1,0.04,0.04,0.07,0.04,0.00,0.00,0.22,0.04,0.03,0.03,0.03,0.06,0.72,3.85,0.40,Shooting,Per 90,0.25,0.11,42.9%,0.14,0.33,15.50,0.00,0.13,0.00,0.00,Passing,57.13,63.43,90.1%,941.65,291.89,25.27,26.50,95.4%,28.94,31.00,93.4%,2.09,3.89,53.7%,0.02,0.25,3.20,0.14,0.04,Pass Types,59.04,4.10,1.58,0.11,0.07,0.07,0.72,0.00,0.00,0.00,0.00,0.29,0.40,Goal and Shot Creation,0.76,0.58,0.00,0.00,0.04,0.04,0.11,0.14,0.11,0.00,0.00,0.04,0.00,0.00,Defense,1.01,0.68,0.36,0.43,0.22,0.36,0.61,58.8%,0.25,0.79,0.40,0.94,1.94,2.88,0.07,Possession,71.28,6.59,30.67,37.33,3.60,0.50,71.28,0.50,0.40,78.6%,0.11,21.4%,45.61,184.39,94.57,0.18,0.00,0.65,0.43,52.81,Miscellaneous Stats,0.00,1.01,0.68,0.00,0.00,0.00,0.07,3.89,1.22,0.76,61.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamory Doumbia,MLI,MF,22,Brest,Ligue1,0.30,0.15,0.45,0.30,0.00,0.00,0.25,0.00,0.25,0.25,0.12,0.37,1.49,4.08,3.39,Shooting,Per 90,1.99,0.85,42.5%,0.15,0.35,16.40,0.05,0.13,+0.05,+0.05,Passing,31.16,39.18,79.5%,516.65,127.09,15.23,17.52,86.9%,12.35,14.88,82.9%,2.69,4.83,55.7%,0.11,1.49,3.39,0.60,0.10,Pass Types,35.09,3.93,0.85,0.40,0.05,2.64,0.35,1.84,0.80,0.90,0.00,0.15,1.34,Goal and Shot Creation,3.58,2.49,0.40,0.10,0.15,0.30,0.15,0.40,0.25,0.00,0.05,0.05,0.00,0.05,Defense,2.94,1.84,0.85,1.34,0.75,0.80,2.29,34.8%,1.49,1.39,0.05,1.24,4.18,0.45,0.10,Possession,52.96,0.70,7.72,28.22,17.92,2.89,52.96,2.49,1.05,42.0%,1.34,54.0%,29.67,143.66,67.25,1.99,0.55,2.99,1.49,32.85,Miscellaneous Stats,0.00,1.29,1.44,0.10,0.00,0.00,0.00,5.23,0.70,0.95,42.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron Dønnum,NOR,"MF,DF",27,Toulouse,Ligue1,0.16,0.13,0.29,0.07,0.10,0.10,0.23,0.00,0.16,0.08,0.22,0.30,2.74,4.95,5.02,Shooting,Per 90,1.24,0.29,23.7%,0.05,0.22,19.30,0.03,0.07,0.00,-0.02,Passing,29.97,41.95,71.4%,595.34,215.96,12.31,14.56,84.6%,12.08,15.93,75.9%,5.28,9.06,58.3%,0.25,2.28,3.19,2.25,0.68,Pass Types,35.31,6.32,1.14,0.29,0.78,5.47,2.90,2.25,1.53,0.55,0.00,0.33,0.81,Goal and Shot Creation,4.40,2.57,1.07,0.26,0.26,0.16,0.07,0.33,0.23,0.03,0.03,0.00,0.03,0.00,Defense,1.99,1.21,0.91,0.85,0.23,1.21,1.95,61.7%,0.75,0.91,0.10,1.11,3.09,0.78,0.07,Possession,52.80,1.30,9.64,23.22,20.81,2.67,52.70,3.09,1.40,45.3%,1.50,48.4%,30.29,197.88,102.93,1.50,1.04,1.66,1.47,32.15,Miscellaneous Stats,0.00,1.14,1.73,0.00,0.07,0.00,0.00,5.54,0.26,0.29,47.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Ebonog,CMR,MF,21,Le Havre,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.12,0.12,0.03,0.15,1.63,2.66,2.36,Shooting,Per 90,1.03,0.15,14.3%,0.00,0.00,19.30,0.00,0.11,-0.12,-0.12,Passing,18.92,24.53,77.1%,260.25,45.07,10.79,13.00,83.0%,6.80,7.98,85.2%,0.30,1.03,28.6%,0.03,0.30,1.18,0.74,0.00,Pass Types,23.79,0.74,0.00,0.15,0.15,0.44,0.15,0.00,0.00,0.00,0.00,0.00,1.18,Goal and Shot Creation,2.22,1.03,0.00,0.30,0.30,0.44,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,2.81,1.77,1.33,1.18,0.30,0.74,0.74,100.0%,0.00,1.77,0.59,1.03,3.84,1.48,0.00,Possession,37.39,1.92,9.61,20.39,9.31,1.33,37.39,2.07,0.89,42.9%,1.03,50.0%,19.80,124.88,59.56,1.92,0.30,2.07,1.48,19.36,Miscellaneous Stats,0.00,1.48,1.33,0.00,0.00,0.00,0.00,6.50,1.03,1.03,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odsonne Édouard,FRA,FW,27,Lens,Ligue1,0.73,0.21,0.94,0.62,0.10,0.10,0.10,0.00,0.50,0.42,0.07,0.49,1.04,2.08,4.47,Shooting,Per 90,2.08,1.35,65.0%,0.30,0.46,12.50,0.10,0.20,+0.23,+0.21,Passing,12.28,15.71,78.1%,159.71,43.08,7.70,9.05,85.1%,3.23,4.37,73.8%,0.62,0.62,100.0%,0.06,0.73,1.04,0.73,0.00,Pass Types,14.05,1.56,0.00,0.21,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.62,Goal and Shot Creation,2.50,1.56,0.00,0.42,0.21,0.31,0.00,0.42,0.31,0.00,0.00,0.00,0.10,0.00,Defense,0.62,0.52,0.31,0.10,0.21,0.31,1.25,25.0%,0.94,0.83,0.21,0.10,0.73,1.66,0.00,Possession,26.53,1.98,3.64,13.01,10.40,3.43,26.43,1.77,0.83,47.1%,0.73,41.2%,13.53,76.89,32.88,0.73,0.52,2.60,2.19,18.42,Miscellaneous Stats,0.00,1.35,1.14,0.42,0.10,0.00,0.00,1.77,1.66,1.77,48.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Egan-Riley,ENG,DF,23,Marseille,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.10,0.10,0.58,4.77,0.29,Shooting,Per 90,0.00,0.00,,,,,0.00,,0.00,0.00,Passing,73.96,79.45,93.1%,1294.24,436.71,29.18,29.90,97.6%,39.73,41.75,95.2%,4.33,6.50,66.7%,0.06,0.29,4.19,0.29,0.00,Pass Types,76.85,2.46,1.16,0.29,0.14,0.14,1.01,0.00,0.00,0.00,0.00,0.14,0.43,Goal and Shot Creation,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.73,1.01,1.16,0.43,0.14,0.72,1.16,62.5%,0.43,1.16,0.72,0.43,2.17,4.04,0.14,Possession,89.13,6.93,40.74,46.23,2.89,0.29,89.13,0.58,0.29,50.0%,0.29,50.0%,64.86,306.40,168.01,0.43,0.00,0.72,0.14,68.62,Miscellaneous Stats,0.00,0.29,0.72,0.00,0.00,0.00,0.00,4.04,1.16,1.01,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Ekomie,GAB,DF,22,Angers,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.04,0.04,0.05,0.10,2.26,2.55,3.15,Shooting,Per 90,0.36,0.18,50.0%,0.00,0.00,9.50,0.00,0.14,-0.04,-0.04,Passing,29.09,38.41,75.7%,426.25,170.62,16.21,18.46,87.8%,10.80,14.01,77.1%,1.19,3.27,36.4%,0.05,0.59,1.37,0.77,0.36,Pass Types,30.81,7.36,0.42,0.06,0.06,2.55,6.95,0.00,0.00,0.00,0.00,0.24,1.96,Goal and Shot Creation,1.19,1.01,0.00,0.00,0.12,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,3.09,1.78,1.66,1.13,0.30,1.42,1.78,80.0%,0.36,2.37,0.42,1.25,4.33,1.96,0.06,Possession,51.59,2.49,17.34,22.26,12.59,1.19,51.59,1.37,0.36,26.1%,0.89,65.2%,22.56,124.31,69.70,1.42,0.24,1.66,0.89,25.77,Miscellaneous Stats,0.00,1.37,1.60,0.06,0.00,0.06,0.00,4.93,1.31,1.07,55.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,SUI,FW,28,Rennes,Ligue1,0.24,0.20,0.45,0.24,0.00,0.00,0.16,0.00,0.31,0.31,0.17,0.49,0.85,2.44,5.41,Shooting,Per 90,1.87,0.69,37.0%,0.13,0.35,11.90,0.00,0.17,-0.07,-0.07,Passing,15.08,21.63,69.7%,210.98,54.11,8.50,12.03,70.6%,5.37,6.50,82.5%,0.57,1.02,56.0%,0.14,1.22,1.22,0.73,0.04,Pass Types,20.73,0.81,0.04,0.20,0.08,0.28,0.00,0.00,0.00,0.00,0.00,0.08,0.61,Goal and Shot Creation,2.44,1.87,0.00,0.12,0.16,0.20,0.08,0.49,0.33,0.00,0.04,0.08,0.04,0.00,Defense,1.46,1.02,0.33,0.69,0.45,0.24,0.57,42.9%,0.33,0.73,0.12,0.28,1.75,0.69,0.04,Possession,32.64,0.89,3.98,14.43,14.76,4.76,32.64,1.83,0.69,37.8%,1.02,55.6%,17.11,73.74,28.86,0.69,0.45,2.72,2.11,23.70,Miscellaneous Stats,0.00,1.99,2.60,0.49,0.08,0.00,0.00,3.21,1.38,1.99,41.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel Emegha,NED,FW,22,Strasbourg,Ligue1,0.69,0.15,0.83,0.69,0.00,0.00,0.29,0.00,0.74,0.74,0.09,0.83,1.18,0.59,3.77,Shooting,Per 90,2.74,1.22,44.6%,0.25,0.56,12.30,0.05,0.27,-0.05,-0.05,Passing,10.92,13.07,83.5%,134.85,15.23,6.86,8.18,83.8%,2.84,3.04,93.5%,0.24,0.34,71.4%,0.02,0.64,0.20,0.10,0.00,Pass Types,12.39,0.69,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.49,Goal and Shot Creation,1.03,0.73,0.00,0.05,0.15,0.10,0.00,0.15,0.10,0.00,0.00,0.05,0.00,0.00,Defense,0.10,0.10,0.05,0.00,0.05,0.05,0.20,25.0%,0.15,0.54,0.05,0.05,0.15,1.27,0.05,Possession,22.23,1.32,3.72,9.50,9.30,4.21,22.23,0.93,0.15,15.8%,0.73,78.9%,13.51,70.36,32.02,0.83,1.08,2.15,1.03,16.26,Miscellaneous Stats,0.00,1.27,1.47,1.18,0.00,0.00,0.00,2.55,0.88,1.37,39.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emersonn,BRA,FW,21,Toulouse,Ligue1,0.34,0.22,0.56,0.34,0.00,0.00,0.34,0.11,0.51,0.51,0.04,0.56,1.34,1.67,5.02,Shooting,Per 90,3.68,1.12,30.3%,0.09,0.30,12.70,0.00,0.14,-0.18,-0.18,Passing,9.71,13.96,69.6%,119.37,28.92,5.58,7.26,76.9%,2.68,3.35,80.0%,0.34,0.67,50.0%,0.03,0.78,0.78,0.34,0.00,Pass Types,13.73,0.11,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.11,0.45,Goal and Shot Creation,1.90,1.56,0.00,0.22,0.11,0.00,0.00,0.34,0.22,0.00,0.00,0.11,0.00,0.00,Defense,1.34,0.56,0.11,0.67,0.56,0.45,1.12,40.0%,0.67,0.45,0.00,0.56,1.90,1.01,0.00,Possession,28.59,0.78,2.01,10.50,16.75,5.92,28.59,2.23,0.78,35.0%,1.34,60.0%,13.06,69.57,34.84,1.45,0.56,3.80,0.56,19.09,Miscellaneous Stats,0.00,2.90,0.56,0.34,0.00,0.00,0.00,2.01,3.91,5.14,43.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Enciso,PAR,MF,21,Strasbourg,Ligue1,0.12,0.17,0.29,0.12,0.00,0.00,0.23,0.00,0.22,0.22,0.09,0.32,2.50,3.72,4.94,Shooting,Per 90,2.96,1.05,35.3%,0.04,0.11,21.60,0.12,0.07,-0.10,-0.10,Passing,23.59,30.79,76.6%,362.44,95.69,12.38,14.76,83.9%,9.12,11.33,80.5%,1.16,2.27,51.3%,0.11,0.99,2.44,0.93,0.12,Pass Types,27.19,3.43,0.52,0.23,0.00,1.86,0.12,1.05,0.76,0.12,0.06,0.17,0.93,Goal and Shot Creation,2.73,1.51,0.35,0.58,0.17,0.06,0.06,0.23,0.12,0.06,0.06,0.00,0.00,0.00,Defense,1.05,0.76,0.35,0.52,0.17,0.46,1.05,44.4%,0.58,0.99,0.06,0.12,1.16,0.64,0.06,Possession,45.03,0.64,5.87,23.12,17.31,2.50,45.03,6.10,3.08,50.5%,2.50,41.0%,26.79,178.66,90.64,2.67,0.87,2.32,2.91,31.90,Miscellaneous Stats,0.00,0.76,2.27,0.00,0.00,0.06,0.00,4.24,0.64,1.28,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansu Fati,ESP,"MF,FW",23,Monaco,Ligue1,0.76,0.00,0.76,0.38,0.38,0.51,0.13,0.00,0.97,0.56,0.15,0.71,2.41,4.30,7.09,Shooting,Per 90,3.42,1.14,33.3%,0.11,0.33,17.40,0.00,0.16,-0.22,-0.18,Passing,31.14,37.22,83.7%,413.29,95.95,18.23,20.13,90.6%,9.49,11.01,86.2%,1.27,1.77,71.4%,0.14,2.03,2.03,2.15,0.38,Pass Types,36.20,0.89,0.13,0.00,0.00,0.51,0.38,0.13,0.00,0.00,0.00,0.13,0.76,Goal and Shot Creation,3.67,3.16,0.00,0.13,0.38,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Defense,2.03,0.76,0.25,1.27,0.51,0.76,1.39,54.5%,0.63,0.76,0.00,0.25,2.28,0.76,0.13,Possession,51.65,0.63,4.30,23.54,24.18,6.08,51.14,3.04,1.52,50.0%,1.52,50.0%,28.48,155.32,71.77,1.65,0.76,2.78,0.63,36.84,Miscellaneous Stats,0.00,0.89,1.01,0.38,0.00,0.00,0.00,2.78,1.14,1.90,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdoulaye Faye,SEN,DF,21,Lorient,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.08,0.08,0.00,0.08,0.16,2.98,0.16,Shooting,Per 90,0.94,0.16,16.7%,0.00,0.00,11.00,0.00,0.08,-0.08,-0.08,Passing,49.32,56.07,88.0%,877.38,358.59,21.68,22.93,94.5%,23.56,25.29,93.2%,3.77,7.54,50.0%,0.02,0.00,3.30,0.00,0.00,Pass Types,50.89,5.18,1.26,0.00,0.16,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.47,Goal and Shot Creation,0.63,0.47,0.00,0.00,0.16,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Defense,1.88,1.10,1.41,0.47,0.00,0.94,1.26,75.0%,0.31,1.10,0.63,1.88,3.77,5.34,0.16,Possession,68.80,11.47,39.11,26.23,3.61,1.57,68.80,0.47,0.31,66.7%,0.16,33.3%,40.84,200.10,103.82,0.31,0.00,0.00,0.47,46.18,Miscellaneous Stats,0.00,2.04,1.10,0.00,0.00,0.16,0.00,2.51,2.51,1.26,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,BEL,FW,20,Lille,Ligue1,0.24,0.24,0.48,0.24,0.00,0.00,0.24,0.00,0.30,0.30,0.27,0.57,5.09,2.76,9.93,Shooting,Per 90,2.57,1.21,47.2%,0.09,0.20,16.10,0.00,0.12,-0.05,-0.05,Passing,21.99,29.31,75.0%,329.77,71.21,12.64,14.82,85.3%,7.41,9.35,79.3%,1.26,2.23,56.5%,0.20,1.60,0.73,1.79,0.24,Pass Types,28.05,1.26,0.05,0.10,0.05,2.91,0.15,1.02,0.44,0.24,0.00,0.00,0.73,Goal and Shot Creation,3.39,2.28,0.34,0.24,0.29,0.15,0.10,0.48,0.19,0.00,0.15,0.05,0.05,0.05,Defense,0.87,0.58,0.10,0.53,0.24,0.48,0.82,58.8%,0.34,0.73,0.00,0.29,1.16,0.15,0.00,Possession,38.61,0.15,2.42,10.90,26.30,6.20,38.61,2.91,1.31,45.0%,1.40,48.3%,26.88,222.63,118.48,2.71,2.66,1.84,1.02,29.64,Miscellaneous Stats,0.00,0.82,1.36,0.48,0.05,0.00,0.00,2.95,0.24,0.48,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
