Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Derek Cornelius,CAN,DF,28,Marseille,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.09,0.13,0.13,0.00,0.13,0.62,3.71,0.88,Shooting,Per 90,1.06,0.35,33.3%,0.00,0.00,10.60,0.00,0.13,-0.13,-0.13,Passing,70.73,77.09,91.7%,1205.19,370.79,29.09,30.59,95.1%,37.66,39.25,95.9%,2.92,5.48,53.2%,0.02,0.09,5.30,0.00,0.00,Pass Types,72.94,3.89,1.77,0.09,0.09,0.35,0.62,0.00,0.00,0.00,0.00,0.27,0.35,Goal and Shot Creation,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.50,1.06,0.97,0.44,0.09,0.88,1.15,76.9%,0.27,1.24,0.88,1.06,2.56,3.18,0.00,Possession,86.46,6.54,29.79,51.37,5.66,1.33,86.46,0.00,0.00,,0.00,,53.40,213.51,117.67,0.97,0.00,0.53,0.09,64.63,Miscellaneous Stats,0.09,1.59,0.97,0.00,0.00,0.00,0.00,4.24,1.86,0.97,65.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Félix Correia,POR,"FW,MF",24,Lille,Ligue1,0.25,0.25,0.50,0.25,0.00,0.00,0.06,0.00,0.18,0.18,0.24,0.42,2.74,5.29,9.83,Shooting,Per 90,1.37,0.37,27.3%,0.18,0.67,19.00,0.06,0.14,+0.07,+0.07,Passing,32.68,44.25,73.8%,566.27,185.91,15.62,18.30,85.4%,11.76,15.25,77.1%,3.98,6.47,61.5%,0.21,1.49,3.30,2.37,0.62,Pass Types,40.89,3.36,0.81,0.37,0.56,4.98,1.12,1.43,0.56,0.62,0.00,0.00,0.87,Goal and Shot Creation,4.11,3.17,0.50,0.12,0.25,0.06,0.00,0.68,0.56,0.06,0.06,0.00,0.00,0.00,Defense,0.93,0.50,0.37,0.31,0.25,0.81,1.56,52.0%,0.75,0.93,0.06,0.93,1.87,0.50,0.06,Possession,54.65,0.93,6.10,21.16,27.88,2.99,54.65,2.18,0.56,25.7%,1.43,65.7%,35.10,182.74,90.62,2.43,0.75,1.81,1.12,38.65,Miscellaneous Stats,0.00,0.62,1.12,0.06,0.00,0.06,0.00,4.29,0.62,0.68,47.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grégoire Coudert,FRA,GK,26,Brest,Ligue1,,,,,,0.11,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,5.02,2.78,53.2%,0.53,0.00,0.43,0.21,22.2%,0.11,0.00,0.00,0.0%,Advanced Goalkeeping,0.00,0.11,0.21,2.11,0.42,-0.14,5.99,17.96,33.3%,28.54,4.60,45.3%,38.0,6.63,75.8%,55.4,14.32,0.96,6.7%,1.39,15.4
Mamadou Coulibaly,FRA,MF,21,Monaco,Ligue1,0.17,0.08,0.25,0.17,0.00,0.00,0.42,0.08,0.08,0.08,0.13,0.20,1.85,5.37,2.94,Shooting,Per 90,0.67,0.34,50.0%,0.25,0.50,17.20,0.00,0.12,+0.08,+0.08,Passing,41.64,49.70,83.8%,665.18,170.43,21.41,23.34,91.7%,14.10,16.29,86.6%,3.78,5.37,70.3%,0.14,1.09,3.36,1.09,0.08,Pass Types,48.69,1.01,0.59,0.34,0.42,0.59,0.17,0.00,0.00,0.00,0.00,0.00,1.09,Goal and Shot Creation,1.85,1.68,0.00,0.17,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,3.02,1.93,1.51,1.09,0.42,0.76,1.68,45.0%,0.92,1.26,0.17,1.18,4.20,1.60,0.00,Possession,61.96,1.76,12.68,36.94,13.10,1.26,61.96,2.27,1.09,48.1%,1.01,44.4%,33.67,183.53,82.70,0.92,0.67,2.18,0.34,41.47,Miscellaneous Stats,0.00,2.18,1.34,0.00,0.00,0.00,0.00,5.96,0.92,0.92,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soumaïla Coulibaly,FRA,DF,22,Brest,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.03,0.03,0.01,0.04,0.45,2.47,0.15,Shooting,Per 90,0.52,0.15,28.6%,0.00,0.00,11.40,0.00,0.05,-0.03,-0.03,Passing,47.88,52.89,90.5%,1006.23,303.37,12.49,13.32,93.8%,29.70,31.12,95.4%,5.61,8.01,70.1%,0.02,0.22,2.54,0.07,0.00,Pass Types,51.02,1.80,1.35,0.00,1.57,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.45,Goal and Shot Creation,0.97,0.90,0.00,0.00,0.07,0.00,0.00,0.22,0.15,0.00,0.00,0.07,0.00,0.00,Defense,0.97,0.60,0.52,0.37,0.07,0.52,0.67,77.8%,0.15,1.35,0.90,0.97,1.95,5.16,0.07,Possession,63.29,9.58,34.34,27.38,1.80,1.12,63.29,0.22,0.07,33.3%,0.00,0.0%,39.88,172.52,102.72,0.15,0.07,0.45,0.00,43.09,Miscellaneous Stats,0.00,1.35,1.12,0.00,0.00,0.00,0.07,4.86,1.57,0.67,70.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marius Courcoul,FRA,MF,19,Angers,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.05,0.97,3.22,1.77,Shooting,Per 90,0.81,0.32,40.0%,0.00,0.00,23.50,0.00,0.03,-0.03,-0.03,Passing,33.97,41.86,81.2%,601.18,141.20,13.69,16.10,85.0%,15.30,17.39,88.0%,3.38,5.64,60.0%,0.02,0.64,2.90,0.16,0.00,Pass Types,39.93,1.61,0.48,0.00,0.64,0.64,1.13,0.00,0.00,0.00,0.00,0.32,1.13,Goal and Shot Creation,0.81,0.64,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.58,1.13,1.45,1.13,0.00,0.81,1.77,45.5%,0.97,1.13,0.00,1.13,3.70,2.74,0.00,Possession,53.94,3.38,17.07,29.30,7.89,0.48,53.94,1.29,0.32,25.0%,0.97,75.0%,24.47,125.58,53.13,0.32,0.00,1.45,0.32,31.56,Miscellaneous Stats,0.00,1.29,0.81,0.00,0.00,0.32,0.00,3.86,1.13,0.48,70.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Cozza,FRA,DF,27,Nantes,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.03,0.03,0.05,0.09,1.40,2.46,2.22,Shooting,Per 90,0.53,0.10,18.2%,0.00,0.00,21.30,0.00,0.06,-0.03,-0.03,Passing,27.97,36.90,75.8%,490.37,199.29,11.62,13.41,86.7%,13.70,16.59,82.6%,2.12,5.16,41.1%,0.02,0.34,1.88,0.24,0.14,Pass Types,27.44,9.26,1.50,0.00,0.05,1.25,7.77,0.00,0.00,0.00,0.00,0.19,0.43,Goal and Shot Creation,0.72,0.53,0.10,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.03,1.40,1.40,0.39,0.24,1.16,1.78,64.9%,0.63,0.92,0.48,0.96,2.99,3.52,0.00,Possession,46.93,3.71,19.39,18.76,9.65,0.72,46.93,1.01,0.39,38.1%,0.53,52.4%,21.66,120.53,67.67,0.82,0.00,1.16,0.29,22.91,Miscellaneous Stats,0.00,0.53,0.72,0.00,0.00,0.00,0.00,2.85,0.68,0.72,48.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Cresswell,ENG,DF,23,Toulouse,Ligue1,0.18,0.06,0.24,0.18,0.00,0.00,0.24,0.00,0.12,0.12,0.04,0.16,0.27,2.55,0.45,Shooting,Per 90,1.24,0.52,41.5%,0.15,0.35,9.40,0.00,0.10,+0.06,+0.06,Passing,42.44,50.11,84.7%,811.64,304.80,14.07,15.25,92.2%,24.61,26.49,92.9%,3.43,7.49,45.7%,0.04,0.27,2.33,0.15,0.03,Pass Types,47.44,2.55,1.00,0.00,0.24,0.09,0.06,0.00,0.00,0.00,0.00,0.12,0.36,Goal and Shot Creation,0.94,0.58,0.06,0.00,0.27,0.03,0.00,0.15,0.09,0.00,0.00,0.06,0.00,0.00,Defense,1.09,0.79,0.70,0.36,0.03,0.70,1.18,59.0%,0.49,1.39,1.03,0.88,1.97,6.64,0.03,Possession,62.69,10.94,34.59,25.10,3.40,2.52,62.69,0.18,0.06,33.3%,0.12,66.7%,33.74,144.62,63.81,0.15,0.03,0.39,0.21,39.50,Miscellaneous Stats,0.00,0.97,0.64,0.15,0.00,0.00,0.00,3.46,3.79,2.00,65.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kévin Danois,FRA,MF,21,Auxerre,Ligue1,0.05,0.05,0.09,0.05,0.00,0.00,0.14,0.00,0.10,0.10,0.18,0.28,1.56,5.21,2.42,Shooting,Per 90,0.99,0.38,38.1%,0.05,0.13,22.50,0.00,0.10,-0.05,-0.05,Passing,39.55,48.27,81.9%,693.62,193.26,17.95,20.65,86.9%,15.49,17.81,87.0%,4.93,7.44,66.2%,0.14,1.66,4.93,0.57,0.05,Pass Types,44.86,3.22,1.18,0.33,0.52,2.37,0.05,1.71,0.62,0.85,0.00,0.19,0.85,Goal and Shot Creation,3.13,2.23,0.62,0.00,0.19,0.05,0.05,0.24,0.14,0.09,0.00,0.00,0.00,0.00,Defense,2.13,1.28,0.81,1.09,0.24,0.62,2.08,29.5%,1.47,1.09,0.24,0.99,3.13,0.52,0.00,Possession,57.79,0.90,10.99,31.22,16.39,1.09,57.79,1.89,1.09,57.5%,0.66,35.0%,33.92,179.43,82.33,0.95,0.28,1.94,1.37,38.37,Miscellaneous Stats,0.00,1.09,0.90,0.05,0.00,0.00,0.00,6.68,0.38,0.85,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante,BRA,DF,42,Nice,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.02,0.01,0.03,0.53,3.60,0.12,Shooting,Per 90,0.41,0.18,42.9%,0.00,0.00,16.90,0.00,0.04,-0.02,-0.02,Passing,54.64,61.24,89.2%,960.29,400.08,24.11,25.17,95.8%,25.34,26.76,94.7%,4.30,7.54,57.0%,0.02,0.24,3.95,0.35,0.00,Pass Types,55.99,5.13,3.06,0.24,0.29,0.06,0.29,0.00,0.00,0.00,0.00,0.12,0.71,Goal and Shot Creation,1.06,0.88,0.06,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.18,0.65,0.71,0.47,0.00,0.47,1.12,42.1%,0.65,1.77,1.06,1.59,2.77,3.71,0.06,Possession,70.55,9.14,35.78,32.59,2.83,0.59,70.55,0.35,0.18,50.0%,0.12,33.3%,40.49,183.54,100.73,0.59,0.06,0.53,0.18,47.56,Miscellaneous Stats,0.00,1.00,0.53,0.06,0.00,0.06,0.00,4.60,1.71,0.88,65.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathys De Carvalho,FRA,MF,20,Lyon,Ligue1,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.09,0.09,0.17,0.26,0.98,6.11,1.83,Shooting,Per 90,1.59,0.37,23.1%,0.00,0.00,21.00,0.00,0.05,-0.09,-0.09,Passing,57.72,66.03,87.4%,1055.79,240.41,23.36,25.56,91.4%,26.54,29.59,89.7%,6.85,8.44,81.2%,0.13,0.49,6.11,0.61,0.00,Pass Types,64.69,1.10,0.86,0.12,0.49,1.22,0.12,0.00,0.00,0.00,0.00,0.24,1.35,Goal and Shot Creation,2.20,1.47,0.00,0.00,0.12,0.24,0.37,0.12,0.00,0.00,0.00,0.00,0.00,0.12,Defense,2.32,0.98,0.86,1.10,0.37,1.59,2.45,65.0%,0.86,1.47,0.12,1.47,3.79,1.71,0.37,Possession,77.04,3.42,17.73,46.35,13.45,1.59,77.04,0.98,0.73,75.0%,0.24,25.0%,47.69,232.09,110.91,0.86,0.37,1.22,0.73,56.98,Miscellaneous Stats,0.00,1.59,2.08,0.00,0.00,0.00,0.00,4.65,1.10,1.35,45.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thibault De Smet,BEL,DF,27,Paris FC,Ligue1,0.00,0.09,0.09,0.00,0.00,0.00,0.38,0.09,0.03,0.03,0.03,0.07,1.50,3.66,3.01,Shooting,Per 90,0.47,0.00,0.0%,0.00,,20.10,0.00,0.07,-0.03,-0.03,Passing,48.48,57.31,84.6%,831.23,246.89,20.76,22.08,94.0%,24.14,26.59,90.8%,2.72,6.29,43.3%,0.04,0.38,3.10,0.66,0.19,Pass Types,48.01,9.21,1.50,0.00,0.09,2.16,7.70,0.00,0.00,0.00,0.00,0.09,0.47,Goal and Shot Creation,1.03,0.85,0.00,0.00,0.09,0.09,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.88,0.94,1.03,0.47,0.38,1.13,1.97,57.1%,0.85,0.66,0.19,0.47,2.35,3.29,0.09,Possession,66.42,3.48,24.99,29.87,12.03,1.03,66.42,0.38,0.19,50.0%,0.19,50.0%,31.94,159.43,84.08,1.13,0.19,0.56,0.28,41.15,Miscellaneous Stats,0.09,0.94,1.22,0.09,0.00,0.00,0.00,3.85,0.75,0.56,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Del Castillo,FRA,"FW,MF",29,Brest,Ligue1,0.40,0.15,0.55,0.15,0.25,0.35,0.05,0.00,0.36,0.08,0.31,0.39,2.20,3.15,7.40,Shooting,Per 90,1.10,0.45,40.9%,0.14,0.33,25.80,0.10,0.07,+0.04,+0.07,Passing,29.93,45.42,65.9%,489.08,154.11,15.09,18.49,81.6%,10.89,15.54,70.1%,2.80,7.80,35.9%,0.25,2.40,1.90,1.65,0.70,Pass Types,37.78,7.45,2.25,0.45,0.25,7.90,0.95,3.35,1.55,1.45,0.00,0.20,0.95,Goal and Shot Creation,4.20,2.40,1.15,0.30,0.10,0.15,0.10,0.45,0.40,0.00,0.05,0.00,0.00,0.00,Defense,2.60,1.85,0.65,1.15,0.80,1.15,2.30,50.0%,1.15,1.00,0.05,0.65,3.25,0.65,0.05,Possession,57.97,0.45,5.60,24.74,28.63,2.25,57.62,3.40,1.25,36.8%,2.15,63.2%,31.58,146.47,62.37,1.50,0.40,2.70,1.40,35.78,Miscellaneous Stats,0.00,1.15,1.25,0.15,0.00,0.00,0.00,4.80,0.85,0.90,48.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Dembélé,FRA,FW,28,Paris S-G,Ligue1,1.05,0.38,1.43,0.92,0.13,0.17,0.00,0.00,0.87,0.74,0.30,1.04,5.79,8.27,10.62,Shooting,Per 90,4.70,1.97,42.0%,0.20,0.47,16.70,0.04,0.16,+0.18,+0.18,Passing,45.57,57.19,79.7%,755.20,205.05,23.12,27.23,84.9%,17.16,20.85,82.3%,3.99,5.20,76.6%,0.30,3.27,5.41,2.73,0.13,Pass Types,52.32,4.74,0.21,1.01,0.38,3.15,0.08,3.15,0.42,0.71,0.00,0.13,0.21,Goal and Shot Creation,6.13,4.32,0.88,0.59,0.29,0.04,0.00,0.88,0.59,0.13,0.04,0.13,0.00,0.00,Defense,0.59,0.29,0.00,0.42,0.17,0.25,0.67,37.5%,0.42,0.21,0.00,0.08,0.67,0.21,0.08,Possession,67.89,0.25,2.22,25.55,40.53,7.93,67.72,3.86,1.93,50.0%,1.85,47.8%,42.92,273.02,160.83,3.90,3.44,1.43,1.22,57.15,Miscellaneous Stats,0.00,0.46,0.42,0.50,0.00,0.00,0.00,1.47,0.13,0.80,13.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessy Deminguet,FRA,MF,28,Metz,Ligue1,0.09,0.00,0.09,0.09,0.00,0.00,0.36,0.00,0.02,0.02,0.00,0.03,1.16,3.48,1.43,Shooting,Per 90,0.54,0.27,50.0%,0.17,0.33,20.90,0.00,0.04,+0.07,+0.07,Passing,36.07,40.71,88.6%,620.45,148.93,17.50,18.39,95.1%,14.20,15.54,91.4%,3.30,5.18,63.8%,0.03,0.09,3.21,0.27,0.00,Pass Types,39.38,1.34,1.07,0.00,0.54,0.89,0.18,0.00,0.00,0.00,0.00,0.00,0.98,Goal and Shot Creation,0.98,0.89,0.00,0.00,0.09,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.79,0.98,1.07,0.36,0.36,1.25,1.79,70.0%,0.54,1.16,0.18,0.98,2.77,0.54,0.09,Possession,49.02,1.88,14.64,28.39,6.61,0.54,49.02,0.98,0.63,63.6%,0.36,36.4%,32.23,177.23,63.57,0.98,0.00,0.63,1.34,35.98,Miscellaneous Stats,0.00,1.25,1.16,0.00,0.00,0.00,0.00,3.75,0.36,1.07,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rémy Descamps,FRA,GK,29,Lyon,Ligue1,,,,,,0.00,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,3.00,2.29,71.4%,0.71,0.00,0.29,0.57,57.1%,0.00,0.00,0.00,,Advanced Goalkeeping,0.00,0.14,0.14,0.97,0.32,+0.26,1.43,5.43,26.3%,30.29,3.43,15.6%,26.8,3.00,23.8%,29.1,11.00,0.29,2.6%,0.71,13.7
Habib Diallo,SEN,FW,30,Metz,Ligue1,0.29,0.10,0.39,0.29,0.00,0.10,0.00,0.00,0.46,0.38,0.03,0.41,1.07,0.98,2.83,Shooting,Per 90,1.85,0.78,42.1%,0.16,0.38,14.80,0.00,0.21,-0.17,-0.09,Passing,8.49,13.08,64.9%,128.85,19.91,4.39,6.54,67.2%,2.44,3.51,69.4%,0.98,1.17,83.3%,0.03,0.59,0.68,0.49,0.10,Pass Types,11.91,1.17,0.00,0.00,0.00,0.29,0.20,0.00,0.00,0.00,0.00,0.00,0.20,Goal and Shot Creation,1.66,0.78,0.00,0.20,0.39,0.29,0.00,0.49,0.10,0.00,0.10,0.20,0.10,0.00,Defense,0.49,0.29,0.00,0.29,0.20,0.10,0.39,25.0%,0.29,0.29,0.10,0.10,0.59,1.17,0.00,Possession,22.16,1.27,1.95,11.42,8.88,3.32,22.06,1.46,0.59,40.0%,0.78,53.3%,12.20,60.23,20.99,0.68,0.59,2.34,1.37,16.01,Miscellaneous Stats,0.00,1.56,1.66,0.20,0.10,0.00,0.00,1.07,3.12,3.03,50.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krépin Diatta,SEN,"DF,FW",26,Monaco,Ligue1,0.00,0.14,0.14,0.00,0.00,0.00,0.35,0.00,0.06,0.06,0.17,0.24,2.71,4.66,6.82,Shooting,Per 90,0.49,0.14,28.6%,0.00,0.00,17.10,0.00,0.13,-0.06,-0.06,Passing,39.23,50.56,77.6%,603.15,203.51,21.56,24.20,89.1%,14.61,19.20,76.1%,2.09,4.45,46.9%,0.20,1.39,2.71,1.53,0.63,Pass Types,42.36,7.86,0.21,0.07,0.14,3.13,7.65,0.00,0.00,0.00,0.00,0.35,0.63,Goal and Shot Creation,2.30,2.23,0.00,0.07,0.00,0.00,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,2.50,1.46,1.04,1.11,0.35,1.32,2.64,50.0%,1.32,0.90,0.28,1.74,4.24,2.36,0.07,Possession,61.62,2.78,12.59,30.46,19.47,1.46,61.62,1.67,0.90,54.2%,0.42,25.0%,29.91,163.66,87.15,2.02,0.35,1.60,0.49,36.38,Miscellaneous Stats,0.00,1.11,0.83,0.35,0.00,0.07,0.00,4.94,2.02,0.97,67.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mory Diaw,SEN,GK,32,Le Havre,Ligue1,,,,,,0.19,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,3.81,2.50,68.9%,0.19,0.38,0.44,0.31,31.3%,0.19,0.00,0.00,0.0%,Advanced Goalkeeping,0.00,0.13,0.06,1.18,0.27,-0.13,5.19,13.19,39.3%,31.00,5.00,32.9%,32.1,7.00,42.9%,36.8,15.50,1.75,11.3%,1.31,13.5
Junior Diaz,CIV,DF,22,Brest,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.55,2.91,0.42,Shooting,Per 90,0.42,0.00,0.0%,0.00,,10.60,0.00,0.05,-0.01,-0.01,Passing,33.56,39.52,84.9%,750.09,213.42,7.90,8.46,93.4%,19.00,20.80,91.3%,6.38,9.15,69.7%,0.01,0.14,1.53,0.14,0.00,Pass Types,38.69,0.69,0.55,0.00,0.83,0.00,0.14,0.00,0.00,0.00,0.00,0.14,0.14,Goal and Shot Creation,0.55,0.28,0.00,0.00,0.14,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.14,0.00,Defense,1.25,0.97,0.42,0.83,0.00,0.69,0.97,71.4%,0.28,0.83,0.69,1.25,2.50,5.96,0.00,Possession,49.92,7.77,26.07,22.19,2.22,1.11,49.92,0.28,0.28,100.0%,0.00,0.0%,27.32,127.72,71.69,0.55,0.14,0.55,0.00,31.76,Miscellaneous Stats,0.00,0.28,0.42,0.00,0.14,0.00,0.00,3.33,1.39,1.80,43.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Dier,ENG,DF,31,Monaco,Ligue1,0.19,0.04,0.23,0.15,0.04,0.04,0.08,0.00,0.10,0.07,0.02,0.09,0.62,4.62,0.31,Shooting,Per 90,0.58,0.31,53.3%,0.27,0.50,7.80,0.00,0.11,+0.10,+0.09,Passing,74.71,80.33,93.0%,1375.26,485.24,26.65,27.77,96.0%,41.71,43.36,96.2%,5.58,7.82,71.4%,0.06,0.23,7.43,0.23,0.00,Pass Types,77.48,2.73,1.69,0.08,0.46,0.19,0.23,0.00,0.00,0.00,0.00,0.12,0.50,Goal and Shot Creation,1.04,0.81,0.00,0.00,0.15,0.04,0.04,0.19,0.12,0.00,0.00,0.04,0.04,0.00,Defense,1.08,0.65,0.42,0.54,0.12,0.69,1.19,58.1%,0.50,1.39,0.89,1.12,2.20,4.74,0.04,Possession,90.92,7.78,32.27,55.30,3.62,1.08,90.89,0.08,0.04,50.0%,0.04,50.0%,54.15,234.22,128.28,0.54,0.00,0.46,0.12,67.20,Miscellaneous Stats,0.00,1.04,0.39,0.08,0.04,0.00,0.00,4.20,2.66,2.12,55.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaly Diomande,CIV,DF,24,Auxerre,Ligue1,0.11,0.00,0.11,0.11,0.00,0.00,0.27,0.05,0.08,0.08,0.01,0.08,0.54,2.85,0.27,Shooting,Per 90,0.32,0.16,50.0%,0.33,0.67,12.60,0.00,0.23,+0.03,+0.03,Passing,40.96,46.35,88.4%,786.37,285.61,13.56,14.96,90.6%,22.66,23.90,94.8%,4.36,6.46,67.5%,0.01,0.16,2.69,0.05,0.00,Pass Types,43.98,2.21,1.78,0.00,0.59,0.00,0.22,0.00,0.00,0.00,0.00,0.16,0.86,Goal and Shot Creation,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,1.78,0.81,1.02,0.75,0.00,1.02,1.78,57.6%,0.75,1.24,0.38,1.83,3.61,4.95,0.11,Possession,58.51,7.16,32.40,24.06,2.48,0.48,58.51,0.54,0.38,70.0%,0.05,10.0%,34.88,161.54,88.17,0.22,0.00,0.65,0.32,38.00,Miscellaneous Stats,0.05,1.18,0.92,0.00,0.00,0.05,0.05,3.71,1.24,0.81,60.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
