Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Hernán López Muñoz,ARG,"MF,FW",24,SJ Earthquakes,MLS,0.33,0.08,0.41,0.33,0.00,0.00,0.33,0.08,0.21,0.21,0.21,0.42,2.73,5.21,6.03,Shooting,Per 90,2.56,0.74,29.0%,0.13,0.44,25.70,0.08,0.08,+0.12,+0.12,Passing,24.46,36.28,67.4%,444.71,151.49,11.57,15.21,76.1%,10.00,13.06,76.6%,2.48,6.53,38.0%,0.21,2.15,4.05,1.57,0.66,Pass Types,31.65,4.38,1.82,0.58,0.17,4.79,0.33,2.23,0.99,0.99,0.00,0.25,0.74,Goal and Shot Creation,4.21,2.40,0.74,0.50,0.17,0.25,0.17,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Defense,1.32,0.99,0.33,0.66,0.33,0.33,1.16,28.6%,0.83,0.74,0.00,0.58,1.90,0.66,0.00,Possession,50.41,0.33,3.88,26.53,21.07,1.74,50.41,5.70,3.14,55.1%,2.40,42.0%,30.41,189.01,104.13,2.48,0.33,3.06,1.49,35.04,Miscellaneous Stats,0.08,1.82,2.56,0.25,0.00,0.00,0.00,4.38,0.41,0.66,38.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Loturi,CAN,MF,23,CF Montréal,MLS,0.07,0.00,0.07,0.07,0.00,0.00,0.25,0.00,0.06,0.06,0.05,0.11,0.83,4.74,1.98,Shooting,Per 90,0.43,0.25,58.3%,0.17,0.29,17.80,0.00,0.14,+0.01,+0.01,Passing,36.74,42.74,86.0%,577.06,145.34,18.17,20.11,90.4%,15.26,16.70,91.4%,1.87,3.27,57.1%,0.05,0.79,4.31,0.57,0.00,Pass Types,39.86,2.66,1.29,0.04,0.07,0.29,0.36,0.07,0.00,0.00,0.00,0.22,0.50,Goal and Shot Creation,2.01,1.80,0.00,0.11,0.00,0.07,0.04,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,1.69,1.04,0.68,0.83,0.18,0.83,1.58,52.3%,0.75,0.97,0.47,1.01,2.69,1.69,0.04,Possession,52.04,2.01,12.57,30.60,9.48,0.90,52.04,1.80,0.86,48.0%,0.75,42.0%,27.65,118.37,50.32,0.57,0.14,1.33,1.51,34.66,Miscellaneous Stats,0.00,1.33,1.83,0.07,0.00,0.00,0.00,4.35,0.72,1.26,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Lovitz,USA,DF,33,Nashville SC,MLS,0.07,0.20,0.26,0.07,0.00,0.00,0.17,0.00,0.02,0.02,0.11,0.12,2.28,3.94,3.31,Shooting,Per 90,0.40,0.10,25.0%,0.17,0.67,19.10,0.00,0.04,+0.05,+0.05,Passing,41.64,53.98,77.1%,776.76,283.50,16.04,18.09,88.7%,21.23,26.39,80.5%,4.20,7.87,53.4%,0.09,0.69,3.11,1.29,0.33,Pass Types,45.25,8.40,1.03,0.07,0.26,1.82,7.38,0.00,0.00,0.00,0.00,0.33,0.50,Goal and Shot Creation,1.75,1.39,0.17,0.07,0.07,0.03,0.03,0.26,0.20,0.03,0.00,0.03,0.00,0.00,Defense,2.25,1.46,1.36,0.73,0.17,1.03,1.75,58.5%,0.73,0.63,0.13,1.22,3.47,2.55,0.03,Possession,62.55,3.08,19.85,29.04,14.22,0.60,62.55,0.96,0.46,48.3%,0.46,48.3%,32.22,171.43,98.80,1.36,0.07,0.56,0.23,39.03,Miscellaneous Stats,0.00,1.32,0.36,0.10,0.00,0.03,0.00,3.44,0.73,0.89,44.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduard Löwen,GER,MF,28,St. Louis City,MLS,0.39,0.19,0.58,0.19,0.19,0.19,0.39,0.06,0.34,0.19,0.23,0.41,2.38,8.88,1.61,Shooting,Per 90,2.51,0.71,28.2%,0.08,0.27,25.00,0.58,0.07,+0.05,+0.01,Passing,55.17,67.85,81.3%,1066.09,389.55,23.69,26.59,89.1%,21.63,25.36,85.3%,8.82,13.52,65.2%,0.20,2.00,7.02,1.93,0.45,Pass Types,60.52,7.02,4.06,0.13,1.55,4.38,0.19,2.58,1.03,0.77,0.06,0.32,0.77,Goal and Shot Creation,4.38,3.28,0.58,0.06,0.26,0.19,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Defense,2.38,1.16,1.22,0.90,0.26,1.16,2.19,52.9%,1.03,0.97,0.19,0.58,2.96,0.90,0.06,Possession,78.80,2.12,19.83,38.95,20.47,2.19,78.61,1.48,0.64,43.5%,0.64,43.5%,42.94,227.32,117.17,1.16,0.64,1.35,0.84,53.88,Miscellaneous Stats,0.06,1.48,1.35,0.00,0.00,0.00,0.00,6.05,0.97,0.52,65.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirving Lozano,MEX,FW,29,San Diego FC,MLS,0.44,0.39,0.84,0.35,0.10,0.10,0.25,0.00,0.49,0.42,0.22,0.64,3.70,3.85,11.64,Shooting,Per 90,4.39,1.23,28.1%,0.08,0.28,20.50,0.25,0.10,-0.05,-0.07,Passing,25.76,36.86,69.9%,416.50,130.21,13.87,16.78,82.6%,8.39,10.95,76.6%,2.66,6.27,42.5%,0.24,1.78,1.83,2.12,0.49,Pass Types,31.68,4.88,1.23,0.30,0.25,5.03,0.79,2.76,1.68,0.30,0.00,0.30,0.89,Goal and Shot Creation,4.54,2.22,0.99,0.54,0.25,0.44,0.10,0.74,0.59,0.00,0.05,0.00,0.00,0.10,Defense,1.28,0.74,0.44,0.35,0.49,0.35,0.94,36.8%,0.59,0.99,0.10,0.35,1.63,0.15,0.00,Possession,51.91,0.25,3.16,18.40,31.13,4.93,51.81,4.39,1.97,44.9%,2.02,46.1%,33.50,229.19,100.41,1.92,1.78,3.06,1.92,40.12,Miscellaneous Stats,0.00,1.83,2.86,0.79,0.00,0.00,0.00,2.62,0.54,0.39,57.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Luján,ARG,DF,23,Inter Miami,MLS,0.00,0.05,0.05,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.01,0.02,0.88,3.60,0.57,Shooting,Per 90,0.31,0.05,16.7%,0.00,0.00,13.40,0.00,0.03,-0.01,-0.01,Passing,57.51,63.02,91.3%,1084.27,361.54,19.87,21.16,93.9%,32.69,34.14,95.8%,4.53,6.90,65.7%,0.03,0.21,3.60,0.10,0.00,Pass Types,60.65,2.32,0.82,0.00,0.31,0.26,1.29,0.00,0.00,0.00,0.00,0.05,0.51,Goal and Shot Creation,0.57,0.51,0.00,0.05,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Defense,1.96,1.34,1.29,0.57,0.10,1.18,1.60,74.2%,0.41,0.82,0.31,0.93,2.88,4.27,0.00,Possession,73.01,6.90,36.30,33.42,3.71,0.46,73.01,0.77,0.51,66.7%,0.26,33.3%,45.31,216.09,130.83,0.88,0.05,0.57,0.05,52.67,Miscellaneous Stats,0.00,0.93,0.26,0.00,0.00,0.00,0.00,4.79,1.91,1.24,60.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovan Lukić,SRB,MF,23,Philadelphia Union,MLS,0.07,0.07,0.14,0.07,0.00,0.00,0.31,0.03,0.08,0.08,0.06,0.13,1.13,5.88,1.10,Shooting,Per 90,1.69,0.34,20.4%,0.04,0.20,23.70,0.00,0.05,-0.01,-0.01,Passing,39.89,48.01,83.1%,643.31,199.95,19.57,22.25,87.9%,16.61,18.91,87.8%,2.65,4.09,64.7%,0.07,0.83,5.26,0.76,0.14,Pass Types,47.25,0.62,0.55,0.10,0.17,0.52,0.03,0.00,0.00,0.00,0.00,0.14,1.24,Goal and Shot Creation,2.72,2.30,0.07,0.03,0.21,0.07,0.03,0.17,0.14,0.00,0.00,0.00,0.00,0.03,Defense,2.79,1.69,0.86,1.55,0.38,1.24,3.13,39.6%,1.89,1.34,0.10,1.48,4.26,1.13,0.03,Possession,59.81,1.65,10.52,36.59,13.48,0.79,59.81,1.38,0.69,50.0%,0.65,47.5%,31.12,145.23,63.42,1.20,0.14,1.44,0.76,37.07,Miscellaneous Stats,0.03,1.44,0.58,0.00,0.00,0.00,0.00,6.71,0.96,0.58,62.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Luna,USA,"MF,FW",21,Real Salt Lake,MLS,0.36,0.12,0.48,0.28,0.08,0.08,0.36,0.08,0.25,0.20,0.14,0.34,2.66,5.25,5.92,Shooting,Per 90,2.07,0.68,32.7%,0.13,0.41,19.60,0.24,0.10,+0.10,+0.08,Passing,37.37,47.11,79.3%,561.43,148.99,20.23,23.33,86.7%,11.45,13.79,83.0%,2.98,5.29,56.4%,0.17,1.67,4.13,0.95,0.12,Pass Types,42.22,4.65,1.75,0.32,0.44,2.74,0.36,1.55,0.83,0.48,0.00,0.24,0.72,Goal and Shot Creation,4.33,2.98,0.56,0.16,0.28,0.28,0.08,0.44,0.32,0.04,0.00,0.04,0.04,0.00,Defense,0.99,0.64,0.12,0.52,0.36,0.44,1.19,36.7%,0.76,0.76,0.04,0.56,1.55,0.20,0.00,Possession,57.56,0.32,4.49,29.46,24.33,3.30,57.48,3.10,1.31,42.3%,1.63,52.6%,35.98,191.53,83.76,2.07,0.95,2.50,1.11,42.73,Miscellaneous Stats,0.04,0.83,1.67,0.08,0.00,0.00,0.00,3.58,0.12,0.32,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Lundt,GER,GK,29,St. Louis City,MLS,,,,,,0.22,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,5.11,3.44,71.7%,0.11,0.22,0.67,0.22,22.2%,0.11,0.11,0.00,50.0%,Advanced Goalkeeping,0.00,0.22,0.00,1.57,0.29,+0.01,5.56,12.67,43.9%,23.33,4.78,32.9%,34.6,9.00,55.6%,43.4,14.00,0.67,4.8%,0.67,13.2
Lukas MacNaughton,CAN,DF,29,D.C. United,MLS,0.13,0.00,0.13,0.13,0.00,0.00,0.38,0.13,0.10,0.10,0.08,0.18,0.00,2.52,0.38,Shooting,Per 90,0.76,0.38,50.0%,0.17,0.33,11.90,0.00,0.13,+0.03,+0.03,Passing,39.90,46.70,85.4%,824.98,320.73,12.34,13.72,89.9%,21.27,23.29,91.4%,6.04,8.69,69.6%,0.05,0.25,1.76,0.13,0.00,Pass Types,44.43,2.27,2.14,0.00,0.13,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.13,Goal and Shot Creation,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.76,0.38,0.38,0.38,0.00,0.13,0.13,100.0%,0.00,1.26,1.13,1.26,2.01,5.04,0.00,Possession,56.64,7.05,33.23,21.02,2.64,1.51,56.64,0.13,0.13,100.0%,0.00,0.0%,29.71,116.81,57.27,0.13,0.00,0.50,0.38,35.50,Miscellaneous Stats,0.00,1.38,0.63,0.00,0.00,0.00,0.00,3.02,3.27,1.13,74.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Maher,USA,DF,25,Nashville SC,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.02,0.02,0.00,0.02,0.18,2.13,0.18,Shooting,Per 90,0.38,0.11,27.3%,0.00,0.00,10.60,0.00,0.06,-0.02,-0.02,Passing,57.21,62.18,92.0%,1122.27,352.41,17.78,18.41,96.6%,33.59,35.34,95.0%,5.49,7.63,72.0%,0.01,0.04,2.45,0.00,0.00,Pass Types,59.87,2.17,1.15,0.00,0.35,0.00,0.11,0.00,0.00,0.00,0.00,0.14,0.18,Goal and Shot Creation,0.42,0.38,0.04,0.00,0.00,0.00,0.00,0.07,0.04,0.04,0.00,0.00,0.00,0.00,Defense,0.45,0.31,0.24,0.18,0.04,0.14,0.31,44.4%,0.18,0.49,0.31,0.63,1.08,5.25,0.00,Possession,70.51,10.92,38.74,29.71,2.38,0.63,70.51,0.04,0.04,100.0%,0.00,0.0%,42.10,176.50,103.68,0.49,0.00,0.11,0.04,52.42,Miscellaneous Stats,0.00,0.70,0.24,0.00,0.00,0.00,0.00,2.38,1.68,1.12,60.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,RSA,DF,20,Philadelphia Union,MLS,0.04,0.00,0.04,0.04,0.00,0.00,0.38,0.08,0.10,0.10,0.00,0.10,0.84,3.94,0.08,Shooting,Per 90,0.71,0.13,17.6%,0.06,0.33,9.00,0.00,0.14,-0.06,-0.06,Passing,36.18,44.64,81.0%,680.39,286.43,12.66,14.25,88.8%,20.08,22.30,90.0%,3.06,7.00,43.7%,0.01,0.04,3.48,0.00,0.00,Pass Types,42.25,2.35,1.68,0.00,0.13,0.17,0.04,0.00,0.00,0.00,0.00,0.04,0.67,Goal and Shot Creation,1.09,0.92,0.00,0.04,0.13,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,Defense,1.93,1.38,1.17,0.67,0.08,1.43,1.97,72.3%,0.54,1.17,0.50,1.17,3.10,6.33,0.08,Possession,57.72,7.55,29.59,25.15,3.52,1.01,57.72,0.59,0.50,85.7%,0.08,14.3%,29.97,180.59,96.50,0.67,0.04,1.01,0.29,30.64,Miscellaneous Stats,0.04,1.09,0.67,0.00,0.00,0.04,0.00,5.62,2.26,0.96,70.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilson Malanda,FRA,DF,23,Charlotte,MLS,0.03,0.00,0.03,0.03,0.00,0.00,0.12,0.03,0.05,0.05,0.01,0.06,0.15,2.11,0.09,Shooting,Per 90,0.48,0.03,6.3%,0.06,1.00,10.50,0.00,0.12,-0.02,-0.02,Passing,54.89,62.69,87.6%,1212.49,453.10,12.38,13.22,93.6%,33.27,34.81,95.6%,8.94,13.70,65.3%,0.02,0.12,3.61,0.03,0.00,Pass Types,60.34,2.26,1.69,0.03,1.48,0.06,0.24,0.00,0.00,0.00,0.00,0.09,0.36,Goal and Shot Creation,0.39,0.36,0.00,0.00,0.03,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,0.81,0.60,0.69,0.12,0.00,0.39,0.66,59.1%,0.27,1.96,1.60,0.84,1.66,6.65,0.15,Possession,74.91,12.80,43.48,30.26,1.57,0.75,74.91,0.39,0.27,69.2%,0.12,30.8%,46.19,166.24,91.42,0.15,0.03,0.48,0.15,53.57,Miscellaneous Stats,0.00,0.63,0.27,0.00,0.00,0.06,0.00,3.55,1.81,0.87,67.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Marczuk,POL,DF,21,FC Cincinnati,MLS,0.08,0.17,0.25,0.08,0.00,0.00,0.33,0.00,0.12,0.12,0.16,0.27,4.40,2.49,9.62,Shooting,Per 90,1.58,0.41,26.3%,0.05,0.20,18.60,0.00,0.08,-0.04,-0.04,Passing,22.06,34.59,63.8%,355.19,98.38,11.61,15.35,75.7%,7.71,11.61,66.4%,1.66,4.23,39.2%,0.13,0.91,1.49,1.16,0.33,Pass Types,32.68,1.91,0.25,0.08,0.41,3.98,1.66,0.00,0.00,0.00,0.00,0.00,0.83,Goal and Shot Creation,1.66,1.49,0.00,0.00,0.17,0.00,0.00,0.17,0.08,0.00,0.00,0.08,0.00,0.00,Defense,1.08,0.75,0.50,0.41,0.17,0.50,1.58,31.6%,1.08,0.91,0.08,0.66,1.74,1.24,0.00,Possession,44.21,1.58,7.22,16.84,21.24,3.07,44.21,1.66,0.66,40.0%,1.00,60.0%,28.78,187.96,106.67,2.24,0.83,1.91,0.83,32.10,Miscellaneous Stats,0.00,0.41,1.24,0.41,0.00,0.00,0.00,4.15,0.33,0.58,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Marczuk,POL,FW,21,Real Salt Lake,MLS,0.08,0.17,0.25,0.08,0.00,0.00,0.33,0.00,0.12,0.12,0.16,0.27,4.40,2.49,9.62,Shooting,Per 90,1.58,0.41,26.3%,0.05,0.20,18.60,0.00,0.08,-0.04,-0.04,Passing,22.06,34.59,63.8%,355.19,98.38,11.61,15.35,75.7%,7.71,11.61,66.4%,1.66,4.23,39.2%,0.13,0.91,1.49,1.16,0.33,Pass Types,32.68,1.91,0.25,0.08,0.41,3.98,1.66,0.00,0.00,0.00,0.00,0.00,0.83,Goal and Shot Creation,1.66,1.49,0.00,0.00,0.17,0.00,0.00,0.17,0.08,0.00,0.00,0.08,0.00,0.00,Defense,1.08,0.75,0.50,0.41,0.17,0.50,1.58,31.6%,1.08,0.91,0.08,0.66,1.74,1.24,0.00,Possession,44.21,1.58,7.22,16.84,21.24,3.07,44.21,1.66,0.66,40.0%,1.00,60.0%,28.78,187.96,106.67,2.24,0.83,1.91,0.83,32.10,Miscellaneous Stats,0.00,0.41,1.24,0.41,0.00,0.00,0.00,4.15,0.33,0.58,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Markanich,PHI,DF,25,Minnesota Utd,MLS,0.43,0.05,0.47,0.43,0.00,0.00,0.24,0.00,0.24,0.24,0.12,0.37,0.71,2.09,3.04,Shooting,Per 90,1.42,0.47,33.3%,0.30,0.90,11.90,0.00,0.17,+0.19,+0.19,Passing,21.94,29.59,74.2%,319.77,120.54,13.01,15.34,84.8%,7.03,9.07,77.5%,1.04,3.04,34.4%,0.10,0.85,1.42,0.57,0.29,Pass Types,27.83,1.71,0.14,0.00,0.14,0.90,1.57,0.00,0.00,0.00,0.00,0.05,1.14,Goal and Shot Creation,1.71,1.28,0.00,0.14,0.14,0.05,0.10,0.33,0.19,0.00,0.05,0.10,0.00,0.00,Defense,2.66,1.33,1.28,1.00,0.38,1.76,2.61,67.3%,0.85,1.80,0.66,1.85,4.51,3.51,0.00,Possession,43.60,4.27,16.34,16.81,10.78,2.56,43.60,0.71,0.33,46.7%,0.38,53.3%,19.52,75.85,42.03,0.57,0.29,1.38,0.14,23.27,Miscellaneous Stats,0.00,1.52,0.71,0.29,0.00,0.05,0.00,3.61,2.56,1.38,65.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idan Markovich,ISR,FW,20,Charlotte,MLS,0.55,0.15,0.70,0.50,0.05,0.05,0.20,0.00,0.48,0.44,0.12,0.57,0.99,1.04,4.72,Shooting,Per 90,2.04,0.99,48.8%,0.24,0.50,11.00,0.00,0.22,+0.06,+0.05,Passing,13.72,17.40,78.9%,180.50,23.67,9.35,10.94,85.5%,3.78,4.62,81.7%,0.15,0.25,60.0%,0.08,0.99,0.40,0.40,0.00,Pass Types,16.01,1.39,0.05,0.15,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.90,Goal and Shot Creation,2.09,1.54,0.00,0.25,0.15,0.10,0.05,0.35,0.25,0.00,0.05,0.00,0.05,0.00,Defense,0.94,0.55,0.15,0.55,0.25,0.25,0.40,62.5%,0.15,0.90,0.00,0.10,1.04,1.09,0.05,Possession,28.69,0.99,1.94,12.33,14.67,4.43,28.64,2.49,0.99,40.0%,1.39,56.0%,16.06,83.09,27.50,0.90,0.65,2.83,1.49,20.24,Miscellaneous Stats,0.00,1.54,1.14,0.30,0.00,0.05,0.00,1.79,2.49,2.88,46.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon,BRA,DF,29,LAFC,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.86,3.85,0.00,Shooting,Per 90,0.14,0.00,0.0%,0.00,,8.20,0.00,0.13,-0.01,-0.01,Passing,72.88,77.73,93.8%,1337.45,465.40,25.96,26.67,97.3%,40.79,42.50,96.0%,5.71,7.99,71.4%,0.01,0.14,4.99,0.29,0.00,Pass Types,75.74,2.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,Goal and Shot Creation,0.29,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.14,0.86,1.14,0.00,0.00,0.71,1.28,55.6%,0.57,0.86,0.71,1.14,2.28,4.99,0.00,Possession,87.72,11.27,39.65,47.64,1.00,0.43,87.72,0.43,0.43,100.0%,0.00,0.0%,57.34,272.71,143.91,0.00,0.00,0.29,0.00,66.61,Miscellaneous Stats,0.00,1.43,0.71,0.00,0.00,0.00,0.00,4.42,1.43,1.28,52.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahkeele Marshall-Rutty,CAN,DF,20,Charlotte,MLS,0.00,0.09,0.09,0.00,0.00,0.00,0.18,0.00,0.02,0.02,0.04,0.06,2.49,4.35,3.60,Shooting,Per 90,0.58,0.13,23.1%,0.00,0.00,22.70,0.00,0.04,-0.02,-0.02,Passing,46.27,54.75,84.5%,767.24,250.37,23.09,24.73,93.4%,18.96,21.98,86.3%,3.24,5.55,58.4%,0.07,0.40,4.00,0.44,0.09,Pass Types,47.24,7.37,0.80,0.00,0.22,1.60,6.57,0.00,0.00,0.00,0.00,0.13,0.75,Goal and Shot Creation,1.07,1.02,0.00,0.00,0.00,0.00,0.04,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Defense,1.47,1.11,1.11,0.31,0.04,0.71,1.29,55.2%,0.58,1.07,0.31,0.75,2.22,2.44,0.04,Possession,62.47,2.93,20.65,28.02,14.25,1.15,62.47,0.75,0.36,47.1%,0.31,41.2%,34.63,171.30,92.53,1.82,0.27,0.71,0.40,41.16,Miscellaneous Stats,0.00,0.80,1.02,0.09,0.00,0.00,0.00,4.04,0.58,0.98,37.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahkeele Marshall-Rutty,CAN,"MF,DF",20,CF Montréal,MLS,0.00,0.09,0.09,0.00,0.00,0.00,0.18,0.00,0.02,0.02,0.04,0.06,2.49,4.35,3.60,Shooting,Per 90,0.58,0.13,23.1%,0.00,0.00,22.70,0.00,0.04,-0.02,-0.02,Passing,46.27,54.75,84.5%,767.24,250.37,23.09,24.73,93.4%,18.96,21.98,86.3%,3.24,5.55,58.4%,0.07,0.40,4.00,0.44,0.09,Pass Types,47.24,7.37,0.80,0.00,0.22,1.60,6.57,0.00,0.00,0.00,0.00,0.13,0.75,Goal and Shot Creation,1.07,1.02,0.00,0.00,0.00,0.00,0.04,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Defense,1.47,1.11,1.11,0.31,0.04,0.71,1.29,55.2%,0.58,1.07,0.31,0.75,2.22,2.44,0.04,Possession,62.47,2.93,20.65,28.02,14.25,1.15,62.47,0.75,0.36,47.1%,0.31,41.2%,34.63,171.30,92.53,1.82,0.27,0.71,0.40,41.16,Miscellaneous Stats,0.00,0.80,1.02,0.09,0.00,0.00,0.00,4.04,0.58,0.98,37.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonso Martínez,CRC,FW,26,NYCFC,MLS,0.61,0.04,0.65,0.43,0.18,0.25,0.07,0.00,0.75,0.56,0.08,0.64,1.33,1.33,5.73,Shooting,Per 90,3.43,1.48,43.2%,0.13,0.29,16.70,0.00,0.16,-0.14,-0.12,Passing,9.45,13.27,71.2%,134.89,26.61,5.08,7.18,70.9%,3.25,3.93,82.6%,0.47,0.61,76.5%,0.05,0.83,0.50,0.65,0.00,Pass Types,12.30,0.94,0.00,0.11,0.00,0.18,0.04,0.00,0.00,0.00,0.00,0.04,0.29,Goal and Shot Creation,2.24,1.08,0.00,0.43,0.43,0.25,0.04,0.36,0.07,0.00,0.07,0.11,0.11,0.00,Defense,0.43,0.18,0.14,0.14,0.14,0.18,0.50,35.7%,0.32,0.32,0.04,0.25,0.69,0.32,0.04,Possession,23.44,0.32,1.41,8.04,14.35,5.44,23.19,2.31,1.19,51.6%,1.01,43.8%,14.35,77.27,36.74,0.83,1.05,2.49,1.01,16.73,Miscellaneous Stats,0.00,0.32,0.79,0.50,0.14,0.00,0.00,1.15,0.29,1.33,17.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
